line,pdf_page,category,matches,context
8879,635,suspicious_greek_ocr,q,"\*wreko- f. 'persecution, revenge' - ON rak f. 'id.', OFri. wreke f. 'revenge', OS wraka f. 'id.', Du. wraak c. 'id.', OHG rah ha f. 'id.', G Rache f. 'id.' (DRY). A lengthened-grade formation derived from \*wrekan- (q.v.). Also cf. the vṛddhi-gerundive ON rcekr adj. 'abominable' < \*wreki- and Go. wrekei f. 'persecution'."
8881,635,suspicious_greek_ocr,q,"\*wreskwan- s.v. 'to mature' - Go. ga-wrisqan s.v. 'id.', ON roskinn adj. 'mature', Ice!. roskinn adj. 'middle-aged' ⇒ \*uresgw·e- (GM). Also cf. ON r9skr adj. 'vigorous' < \*wraskwa- (whence ON r9skvast w.v. 'to grow, mature' < \*wraskwojan-) and Nw. rusk m. 'tall man' < \*wruskwa-. All formations were derived from the strong verb which, however, has no certain etymology. The connection with W gwrysg f. 'branch' < PCelt. \*wre/iskis flawed, as this word is more likely to be related to gwreid 'r"
8885,636,suspicious_greek_ocr,6;,<!-- pdf-page: 636; section: dictionary -->
8889,636,suspicious_greek_ocr,q,"\*wrlhan- m. 'instep' - MDu. wrijghe, wrijch, wrijf m. 'id.', Du. wreef c. 'id.', OHG riho m. 'id.', G Reihen m. 'id.' ⇒ \*ureili-on- (IE) - Lith. rfefos m., rfefa f. 'instep. wrist, knuckle' < \*ureili-o- (with metatonie rude). An ablauting n-stem nom. \*wriho, gen. \*wrikkaz, dat \*wriheni < \*ureil<-on, \*urili-n-6s, \*urili-en-i (Kroonen 2011a: 261-2). The zero grade forms are attested in late and dialectal Germanic only, cf. Du. dial. wree, Swi. (Rhtl.) reaha < \*wrihan- and Du. obs. wreeg "
8893,636,suspicious_greek_ocr,q; q; q,"\*wringan- s.v. 'to wring, squeeze' - OE wringan s.v. 'to wring, twist', E to wring, OS iit-wringan s.v. 'to squeeze out', Du. wringen s.v. 'to wring', OHG ringan s.v. 'to wring; to wrestle', G ringen s.v. 'id.' ⇒ \*urengh-e- (NEUR) - Lith. rangyti 'to wind, bend' < \*urongh-eie-; Lith. rafigas m. 'wrap, clew, ring' < \*urongh-o-. On the basis of the WGm. forms, the verb is traditionally reconstructed as \*wringan-, which could be related to Lith. rangyti. There is a possibility, however, that \"
8895,636,suspicious_greek_ocr,q,"\*wrinpla-(?) m. 'a certain plant' - Gutn. rind 'clubmoss', ME writhe/ 'wild lettuce(?)' (GM). Etymology uncertain. It is possible that both the formations Gutn. rind ( < \*wrinda-) and ME writhe/ ( < \*wrinpla-) were derived from a root \*wrinp- 'to wind'. This could technically be a nasal infIXed root belonging to the strong verb \*wripan- - \*writan- 'to twist' (q.v.)."
8899,637,suspicious_greek_ocr,7;,<!-- pdf-page: 637; section: dictionary -->
8903,637,suspicious_greek_ocr,q,"\*writi- m. 'stroke' - Go. writs m. 'id.', MDu. ret m. 'crack, fissure, lacuna', oHG riz m. 'scratching, line, letter', G Rifl m. 'crack, scratch' (ORV). An i-stem to the strong verb \*wrftan- ( q.v.)."
8905,637,suspicious_greek_ocr,q,"\*writton- w.v. 'to carve, write' - OHG rizz6n, rezz6n w.v. 'id.', G ritzen w.v. 'id.' ⇒ \*urid-neh₂- (GM). The iterative to \*writan- (q.v.). It is possible that the \*t of the strong verb continues \*-tt-, thus pointing to influence from this iterative."
8907,637,suspicious_greek_ocr,q,"\*wripan- - \*writan- s.v. 'to twist' - ON rfoa s.v. 'to turn, ring, tie', OSw. vripa s.v. 'to ring', Elfd. rwaioa s.v. 'to turn, twist, ring', OE wrioen s.v. 'to twist, ring', E writhe s.v. 'id.', MDu. writen s.v. 'to twist, ring, wrap', OHG ridan s.v. 'to wind, turn', MHG riden s.v. 'to wind, wrap' ⇒ \*ureit-e- (NEUR) - Lith. riesti (rieCiu) 'to bend, curve, warp', Latv. riest 'to fall off, shed, shoot, sprout' < \*ureit-ie-; Lith. rietJti 'to hatch' < \*ureit-ehr; Lith. risti 'to roll', Latv."
8911,637,suspicious_greek_ocr,q,"\*wrungon- f. 'snare' - Go. wruggo f. 'snare, noose' (ORV). Also cf. MDu. wronc m. 'noose, wreath; twisting; anger', Du. wrong c. 'braid' < \*wrunga-. Derived from \*wringan- ( q.v.)."
8913,637,suspicious_greek_ocr,q,"\*wulan- s.v. 'to well up, boil, seethe' - Go. wulan s.v. 'to boil, be hot' ⇒ \*u/H-e- (IE). A zero-grade present closely related to \*wallan- (q.v.). With the same vocalism, cf. ON olmr adj. 'raging' < \*wulma- and Nw. olle f. 'wave' < \*wullon-, which is fully parallel to OCS vlbna 'id.' < \*u/H-neh₂-."
8915,638,suspicious_greek_ocr,8;,<!-- pdf-page: 638; section: dictionary -->
8921,638,suspicious_greek_ocr,q,"\*wulgi- - \*wulbjo- f. 'she-wolf - ONylgr,ylgja f. 'id.', Elfd.ylva f. 'id.', OHG wulpa f. 'id.', MHG wiilpe f. 'id.' ⇒ \*ulkw-fhr (IE) - Skt. vrkf- f. 'she-wolf, Lith. vilke f. 'id.', Ru. volcfca; SCr. vuCica f. 'id.' < \*ulkW-ihr. The feminine counterpart of \*wu/fa- 'wolf (q.v.). ON ylgr continues the most archaic form, viz. \*wulgfz. (According to Kortlandt 1997a, it proves that the unrounding of \*kw was prior to Verner's law, but see the introduction §2.2.4.) The form \*wulbjo{n}-, as sup"
8923,638,suspicious_greek_ocr,5;,"\*wulhja- m. 'haze' - ON ylr m. 'warmth', Nw. el m. '(mild) warmth; steam' ⇒ \*ufk-i- (IE) - To Arm. gaff adj. 'lukewarm' < \*ul(H]-i-? To be derived either from \*wulja- (Magnusson 1989: 1165; Olsen 1999: 204) or from \*wulhja-. The latter option is supported by the potential link with Ice!. volgur adj. 'lukewarm' < \*walga-. Also cf. Icel.ylja w.v. 'to heat up', Nw. elja w.v. 'to radiate heat' < \*wul(h}jojan-."
8925,638,suspicious_greek_ocr,q,"\*wulkjgon- w.v. 'to be nauseated' - Ice!. 6lga 'to foam, swell, seethe' (also cf. 6lgra w.v. 'to ferment, boil'), Far. ulka w.v. 'to vomit, be sick', Nw. ulka w.v. 'to be nauseated, feel sick', G wulgern w.v. 'to be nauseated' ⇒ \*ulgh-neh₂- (IE?). The iterative to \*walkan- (q.v.), originally conjugated as 3sg. \*wulkopi, 3pl. \*wulgunanpi < \*ulgh-neh₂-ti, \*ulgh-nh₂-enti. The geminate of the singular was apparently adopted by the strong verb."
8929,639,suspicious_greek_ocr,9;,<!-- pdf-page: 639; section: dictionary -->
8935,639,suspicious_greek_ocr,q,"\*wuna(n)- adj. 'accustomed' - OEge-wun adj. 'id.', OSgi-wono,gi-wuno adj. 'id.', Du. ge-woon adj. 'id.', OHG gi-won adj. 'id.', MHG ge-won, ge-wone adj. 'id.' ⇒ \*Hunh₁-on- (IE) - OCS unii comp. 'better' < \*HunhriHo-. A zero-grade formation closely related to \*wana- 2 ( q.v.)."
8937,639,suspicious_greek_ocr,q,"\*wunda- adj. 'wounded' - Go. wunds adj. 'id.', OE wund adj. 'id.', OS wund adj. 'id.', MDu. wont adj. 'id.', OHG wunt adj. 'id.', MHG wunde adj. 'id.' ⇒ \*un-t6- (DRV). An adjective continuing the past participle of \*winnan- 'to suffer' (q.v.). Also cf. ON und, OE wund, OFri. wunde, OS wunda, Du. wand, OHG wunta, G Wunde f. 'wound' < \*wundo-."
8939,639,suspicious_greek_ocr,q,"\*wunen- w.v. 'to be used to' - Go. un-wunands adj. 'discontent, unhappy', ON una w.v. 'to be content, to enjoy; to dwell, abide', Elfd. uona w.v. 'to rest, stay', OE wunian w.v. 'to dwell, remain', OFri. wona, wuna w.v. 'id.', OS wonon, wunon w.v. 'id.', Du. wonen w.v. 'id.', OHG wonen w.v. 'to dwell, be used to', G wohnen w.v. 'to dwell, live' ⇒ \*Hunhi-ehi- (DRY). A stative to the adjective \*wuna(n)- (q.v.)."
8941,639,suspicious_greek_ocr,q,\*wunni-f. 'suffering' - Go. wunns f. 'id.' (DRY). An i-stem derived from the strong verb \*winnan- ( q.v.).
8945,640,suspicious_greek_ocr,0;,<!-- pdf-page: 640; section: dictionary -->
8951,640,suspicious_greek_ocr,q,"\*wurdi- f. 'fate, chance' - OE wyrd f. 'id.', OS wurd f. 'id.', OHG wurt f. 'id.' ⇒ \*urt-f- (DRV). An i-stem to the root of\*werpan- (q.v.)."
8957,640,suspicious_greek_ocr,£; £,"\*urg-ie- (IE) - Identical to YAv. varaziieiti 'to do, act' < \*urg-ie-; also cf. Gr. £pow, p£0w 'to act, perform; to sacrifice' (with secondary full grades?). A zero-grade ie-present related to \*werka- 1. It occurs beside the mixed strong and weak verb \*werkjan-, pret. \*warht-, cf. OFri. werkia, wertzia, wirtza, pret. wrocht, OS wirka, pret. warhta, OHG wirchen, pret. warahta 'to work, produce; to perform' < \*uerg-ie-. Also cf. Go. waurstw n. 'deed' < \*wurhstwa-."
8959,640,suspicious_greek_ocr,q; q,"\*wurmi- m. 'worm' - Go. waurms m. 'snake', ON ormr m. 'id.', Far. ormur m. 'id.', Elfd. uorm m. 'id.', OE wyrm m. 'snake, worm', OFri. wirm m. 'worm', WFri. wjirm c. 'id.', OS wurm m. 'id.', Du. worm, wurm c. 'id.', OHG wurm m. 'worm, snake', G Wurm m. 'id.' ⇒ \*urm-i- (IE) - Identical to Lat. vermis m. 'worm, maggot' < \*urmi-; further cf. Gr. p6μo<; m. 'wood-worm' < \*urm-o( with dialectal vocalization of \*r?); Lith. vafmas m. 'insect, mosquito' < \*uorm-o-; OCS Vbrmbje n. 'insects' < \*urm-"
8961,641,suspicious_greek_ocr,1;,<!-- pdf-page: 641; section: dictionary -->
8965,641,suspicious_greek_ocr,q,"\*wurti- f. '(medicinal) root; herb' - Go. waurts f. 'root', ON urt f. 'id.', OE wyrt f. 'plant, herb', OS wurt f. 'id.', MDu. wort f. 'id.', OHG wurz f. 'root, herb, spice' ⇒ \*urd-i- (EUR) - Gr. pt0a 'root' \*urd-ieh₂-(?); Lat. radix f. 'id.' < \*urH-d-ik-; Olr.fren f. 'id.' < \*urd-neh₂-; MW gwreid m. 'id.' < \*ur(e)h₂d-io-. A word whose PIE root can hardly be reconstructed. The presumably related PGm. \*wrot- together with Lat. radix presupposes \*ureh₂d-, but Olr. fren < PCelt. \*wrid-nii- "
8967,641,suspicious_greek_ocr,q,"\*wurpi- f. 'mound, elevation' - ON ura f. 'heap of stones fallen from a hill', Far. ura f. 'scree; collection of stones or boulders', Elfd. urd f. 'stony slope', OFri. wurth f. 'raised homestead', OS wurth f. 'mound, elevated homestead' ⇒ \*h₂ur-ti- (DRV). A ti-stem to the root of \*warjan- (q.v.). Related to Elfd. ward m. 'long or high mountain' < \*warpa-?"
8969,642,suspicious_greek_ocr,2;,<!-- pdf-page: 642; section: references -->
9003,642,suspicious_greek_ocr,Q,"Adams, D.Q. 1999 [Adams 1999] A dictionary of Tocharian B. Leiden."
9005,642,suspicious_greek_ocr,q,"Aikio, A. 2004 [Aikio 2004) An essay on substrate studies and the origin of Saami. In: Irma Hyvärinen, Petri Kallio & Jarmo Korhonen (eds.), Etymologie, Entlehnungen und Entwicklungen: Festschrift für Jorma Koivulehto zum 70. Geburtstag ( = Mémoires de la Société Néophilologique de Helsinki 63), 5-34. Helsinki."
9007,643,suspicious_greek_ocr,3;,<!-- pdf-page: 643; section: references -->
9009,643,suspicious_greek_ocr,q,"André, J. 1985 [Andre 1985] Noms de plantes gaulois ou prétendus gaulois dans les textes grecs et latins. ⇒tudes Celtiques 22, 179-198."
9033,643,suspicious_greek_ocr,q,"Beekes, R.S.P. 1998 [Beekes 1998] The origin of Lat aqua, and of \*teuta 'people'. The journal of Indo-European Studies 26, 459-466."
9037,644,suspicious_greek_ocr,4;,<!-- pdf-page: 644; section: references -->
9073,645,suspicious_greek_ocr,5;,<!-- pdf-page: 645; section: references -->
9081,645,suspicious_greek_ocr,q,"Bnmdal, V. 1928 [Brondal 1928] Mots ""scythes"" en nordique primitif. Acta Philologica Scandinavica 3, 1-31."
9099,646,suspicious_greek_ocr,6;,<!-- pdf-page: 646; section: references -->
9121,646,suspicious_greek_ocr,Q,"Derksen, R.H. 2000 [Derksen 2000] Old lcelandicjarpi 'hazel-grouse', rjupa 'ptarmigan' and their Germanic and Balto-Slavic cognates. In: Boutkan, D.F.H. & Quak, A. (Eds.) Substratum, superstratum, adstratum in Germanic languages (= Amsterdamer Beitrage zur alteren Germanistik 54), 75-87. Amsterdam."
9127,647,suspicious_greek_ocr,7;,<!-- pdf-page: 647; section: references -->
9157,648,suspicious_greek_ocr,8;,<!-- pdf-page: 648; section: references -->
9185,649,suspicious_greek_ocr,9;,<!-- pdf-page: 649; section: references -->
9189,649,suspicious_greek_ocr,q,"Gordon, R. 2011 [Gordon 201 1] Beating, hacking, spitting: Germanic contributions to the question of acrostatic d-presents in Proto-Indo-European. Historische Sprachforschung 123, 258-296."
9205,649,suspicious_greek_ocr,q; q,"Grondal, B. 1864 [Grondal 1864] Clavis poetica antiquae linguae septemtrionalis: quam e Lexico poetico Sveinbjornis Egilssonii. Hafniae."
9213,650,suspicious_greek_ocr,0;,<!-- pdf-page: 650; section: references -->
9233,650,suspicious_greek_ocr,q; q,"Hellquist, E. 1891 [Hellquist 1891] Bidrag till laran om den nordiska nominalbildningen. Arkiv for nordisk ftlologi 7, 1-62."
9235,650,suspicious_greek_ocr,q; q,"Hellquist, E. 1903-1906 [Hellquist 1903-06] Studier ofver de svenska sjonamnen, deras hiirledning ock historia. Stockholm."
9237,650,suspicious_greek_ocr,q; q,"Hellquist, E. 1922 [Hellquist 1922] Svensk etymologisk ordbok. Lund."
9243,651,suspicious_greek_ocr,1;,<!-- pdf-page: 651; section: references -->
9245,651,suspicious_greek_ocr,qi,"Over het verband tusschen 't NL kutte 'cunnus' (Kil.) en 't Got. qi/Jus 'uterus' en over tusschen, zuster. Tijdschrift voor Nederlandse Taal- en Letterkunde 25, 62-66."
9275,652,suspicious_greek_ocr,2;,<!-- pdf-page: 652; section: references -->
9299,653,suspicious_greek_ocr,3;,<!-- pdf-page: 653; section: references -->
9329,654,suspicious_greek_ocr,4;,<!-- pdf-page: 654; section: references -->
9331,654,suspicious_greek_ocr,Q,"J{]uge, G. 1879 [Kluge 1879) Beitrage zur Geschichte der germanischen Conjugation (Excurs iiber gotisch dd und gg). Quellen und Forschungen 32, 127-130."
9361,655,suspicious_greek_ocr,5;,<!-- pdf-page: 655; section: references -->
9381,656,suspicious_greek_ocr,6;,<!-- pdf-page: 656; section: references -->
9397,657,suspicious_greek_ocr,7;,<!-- pdf-page: 657; section: references -->
9407,657,suspicious_greek_ocr,q,"Kiimmel, M. 2004 [Kiimmel 2004] Ungeklartes \*u neben Liquida in germanischen Nomina. In: A. Hyllested, A.R. Jl?lrgensen, J.H. Larsson & Th. Olander (eds.), Per Aspera ad Asteriscos. Studia lndogermanica in honorem fens Elmegard Rasmussen sexagenarii ldibus Martiis anno MMMIV, 291-303. Innsbruck."
9419,657,suspicious_greek_ocr,Q,"Lane, G.S. 1933 [Lane 1933] Some semantic borrowings in Wulfila. Philological Quarterly 12, 321-26."
9425,658,suspicious_greek_ocr,8;,<!-- pdf-page: 658; section: references -->
9449,658,suspicious_greek_ocr,£; £,"Lockwood, W.B. 1989-1990 [Lockwood 1989-1990] Etymological notes on roysni etc., smC£ra and C£labogi. Fr6oskaparrit 38-39, 115-120."
9457,659,suspicious_greek_ocr,9;,<!-- pdf-page: 659; section: references -->
9481,660,suspicious_greek_ocr,0;,<!-- pdf-page: 660; section: references -->
9497,660,suspicious_greek_ocr,Q,"Mallory, J.P. & D.Q. Adams. 1997 [Mallory/ Adams 1997] Encyclopedia of In do-European culture. London/Chigago."
9499,660,suspicious_greek_ocr,Q,"Mallory, J.P. & D.Q. Adams. 2006 [Mallory/Adams 2006] The Oxford introduction to Proto-Indo-European and the Proto-Indo-European world. Oxford."
9513,661,suspicious_greek_ocr,1;,<!-- pdf-page: 661; section: references -->
9535,661,suspicious_greek_ocr,q,"McSparran, F. (ed.) 2001 [MED] Middle English Dictionary. http://quod.lib.umich.edu/m/med/."
9539,661,suspicious_greek_ocr,qi; qi,"Meid, W. 1985 [Meid 1985] Go. qifJUs und \*qipr. In: Hermann biberg, Gernot Schmidt (eds.), Sprachwissenschaftliche Forschungen: Festschrift für Johann Knobloch, zum 65. Geburtstag am 5. januar 1984, 253-254. Innsbruck."
9547,662,suspicious_greek_ocr,2;,<!-- pdf-page: 662; section: references -->
9569,662,suspicious_greek_ocr,q,"Mulder, S. 2009 [Mulder 2009] The Finnish sound substitutions for mediql stops in Germanic loanwords. Unpublished MA thesis. Leiden University."
9577,663,suspicious_greek_ocr,3;,<!-- pdf-page: 663; section: references -->
9609,664,suspicious_greek_ocr,4;,<!-- pdf-page: 664; section: references -->
9641,665,suspicious_greek_ocr,5;,<!-- pdf-page: 665; section: references -->
9643,665,suspicious_greek_ocr,q,"Petit, D. 2004 [Petit 2004] Apophonie et categories grammaticales dans /es langues baltiques. Leuven - Paris."
9647,665,suspicious_greek_ocr,Q,"Philippa, M., F. de Brabandere & A. Quak. 2004-2009 [EWN] Etymologisch woordenboek van het Nederlands. Amsterdam."
9659,665,suspicious_greek_ocr,q,"Pinault, G.-J. 2003 [Pinault 2003] Sanskrit kalyaT}a- interprete a la lumiere des contacts en Asie Centrale. Bulletin de la Société de linguistique de Paris 98, 123-161."
9673,666,suspicious_greek_ocr,6;,<!-- pdf-page: 666; section: references -->
9695,666,suspicious_greek_ocr,£,"Pronk, T. 2010 [Pronk 2010] Sanskrit [v Jrsabh<i-, Greek ap01Jv, £pCJT)v: the spraying bull of Indo-European? Historische Sprachforschung 122, 170-181."
9703,667,suspicious_greek_ocr,7;,<!-- pdf-page: 667; section: references -->
9707,667,suspicious_greek_ocr,Q; Q,"Quak, A. 1979 [Quak 1979] Zur Etymologie von altniederfrankisch hlothu und farkutha. Leuvense Bijdragen 68, 287-2."
9709,667,suspicious_greek_ocr,Q; Q,"Qvigstad, J. 1902 [Qvigstad 1902] Lappiske fuglenavne. Nyt Magazinfor Naturvidenskab 40, 267-291."
9735,668,suspicious_greek_ocr,8;,<!-- pdf-page: 668; section: references -->
9761,669,suspicious_greek_ocr,9;,<!-- pdf-page: 669; section: references -->
9767,669,suspicious_greek_ocr,q,"Schindler, J. 1975 [Schindler 1975] L'apophonie des themes indo-européennes en -r/n. Bulletin de la Société de Linguistique de Paris 70, 1-10."
9793,670,suspicious_greek_ocr,0;,<!-- pdf-page: 670; section: references -->
9811,671,suspicious_greek_ocr,1;,<!-- pdf-page: 671; section: references -->
9833,672,suspicious_greek_ocr,2;,<!-- pdf-page: 672; section: references -->
9841,672,suspicious_greek_ocr,q; q,"Steensland, L. 2011 [Steensland 2011] Parasitisk (oetymologisk) nasalering i alvdalskan. In: Nystrom, Gunnar & Yair Sapir (eds.), Rapport fran Oder raostemnq um ovdalskq, Andra konferensen om iilvdalska, 116-126. http://uu.diva-portal.org/smash/ record.jst7pid=diva2:431171."
9859,673,suspicious_greek_ocr,3;,<!-- pdf-page: 673; section: references -->
9883,673,suspicious_greek_ocr,q,"Trask, R.L. 2008 [Trask 2008] Etymological Dictionary of Basque. Edited for web publication by Max W. Wheeler. http://ww.sussex.ac.uk."
9887,674,suspicious_greek_ocr,4;,<!-- pdf-page: 674; section: references -->
9889,674,suspicious_greek_ocr,1;,"Etymologien. Beiträge zur Kunde der indogermanischen Sprachen 29, 307-11. Trautmann, R. 1905-06 [Trautmann 1906] Germanische Etymologien. Zeitschrift fir deutsche Wortforschung 7, 170-71; 267-70."
9909,674,suspicious_greek_ocr,q,"Vendryes, J. 1907 [Vendryes 1907] Hibernica. Revue Ce/tique 28, 137-143."
9919,675,suspicious_greek_ocr,5;,<!-- pdf-page: 675; section: references -->
9931,675,suspicious_greek_ocr,q,"Vine, B. & 0.T. Yokoyama. 2010 [Vine/Yokoyama 2010] PIE \*(h₁)euh₁-dh- 'excrete liquid' and Russian dialectal udut (3 pl.). In: T. M. Nikolaeva (ed.), /ssledovanija po lingvistike i semiotike: Sbornik state} kjubileju Vjach. Vs. Ivanova, 191-6. Moskwa."
9953,676,suspicious_greek_ocr,6;,<!-- pdf-page: 676; section: references -->
9983,676,suspicious_greek_ocr,q,"Woodhouse, R.H. 2009 [Woodhouse 2009) Three Germanic etyma requiring PIE \*b? Studia Etymologica Cracoviensia 14, 307-312."
9991,677,suspicious_greek_ocr,7;,<!-- pdf-page: 677; section: references -->
9999,678,suspicious_greek_ocr,8;,<!-- pdf-page: 678; section: index -->
10007,679,suspicious_greek_ocr,9;,<!-- pdf-page: 679; section: index -->
10009,679,suspicious_greek_ocr,q; q; qi,"aiws, 16 ardrs, 36 baitrs, 66 bloma, xi, 70 aiza-smipa, 460 arluazna, 20, 34 balgs, 49 -blostreis, 71 ajuk-dups, xxxix, arjan, 34 balpjan, 50 blotan, 70 17 arms, 35 balps, 50 blop, 70 akran, 18 arniba, 35 balwa-wesei, 50 boga, 82 akrs, 18 arwjo, 37 balwjan, 50 boka, 71 ala-, 23 asans, 46 bandi, 51 bota, 72 ala-brunst, 23 asilu-qairnus, bandwjan, 51 botjan, 72 a/an, 19 318 bandwo, 51 braips, 73 ala-parba, 534 at, 39 banja, xxviii, 51 brannjan, 74 aleina, xx, 22 at-augjan, 41, bansts, 52 briggan, "
10011,680,suspicious_greek_ocr,0;,<!-- pdf-page: 680; section: index -->
10013,680,suspicious_greek_ocr,qi; qi; q; q; qi; qi,"dams, xxii, 98 faurhtjan, 161 freis, 155 galga, 165 dragkjan, 100 faurhts, 161 frijon, 155 ga-/ukan, 334 drauhti-witop, faur-muljan, 374 frijonds, 155 ga-mains, 348 104 Jaus, 132 frius, 155 ga-maltjan, 351 dreiban, 103 fidur-dogs, 87 frodei, 156 ga-malwjan, 352 drigkan, 103 fidur-falps, 133 fraps, 156 ga-maurgjan, driugan, 102 fidwor, 133 fruma, 157 377 driusan, 102 figgrs, 141 fug/s, 157 ga-motan, 372 drobjan, 104 fijan, 140 fula, 158 ga-motjan, 372 drobnan, 104 fijands, 140 fulla-fahjan, 122 g"
