headword,homonym,grammatical_label,gloss,pdf_page,distribution_label,proto_or_comparison_field,first_attestations,verification_status,flags
unhtwon-,,f.,last part of the night,599,n}-,,"Go. uhtwo f. 'foredawn, dawn, daybreak', ON 6tta f. 'last part of the night', Far. 6tta f. 'id.', OE iiht(a) m. 'the time just before daybreak' ( < \*unht(w}a(n}-), Du. ochtend c. 'morning' (with -d from avond 'evening' < \*ebanp- - \*ebund-), OHG iihta f. 'morning, dawn'",pdf-text-headword-found,no-proto-arrow-or-distribution-detected
unka(n)-,,m.,snake,600,IE,\*h₂Tjgwh-on- (IE),"OHG unk m. 'snake, lizard', MHG unc, unke m. 'snake', G Rhnl. unke m. 'snake; newt'",pdf-text-headword-found,
unnan-,,pret.-pres.,to grant,600,IE,,"ON unna pret.-pres. 'to grant; to love', Far. poet. unna w.v. 'to love, like', Elfd. unna w.v. 'to grant', OE unnan pret.-pres. 'id.', OS gi-unnan pret.-pres. 'id.', Du. gunnen w.v. 'id.', OHG unnan pret.-pres. 'id.', G gonnen w.v. 'id.' (IE) - Gr. 6viv1iμL 'to be of use, help'. The preterite-present conjugation of the verb, i.e. 3sg. \*anne, 3pl. \*unnunp, quasi-PIE \*h₃on-n-h₂-e, \*h₃Tj-n-h₂-Tjt, is secondary and fully parallel to \*kunnan- 'can' (q.v.), cf. \*kanne, \*kunnunp < quasi-PIE \*gon-n-h₁-e, \*9TJ-n-h₁-Tjt. In view of the primary 3sg. med. aorist Gr. an-6vl]TO 'to have joy of something', the verb originally must have been aoristic. Possibly, the creation of the verb went through…",pdf-text-headword-found,
unsti-,,m./f.,storm,600,IE,\*h₂nh₁-sti- (IE),"OEyst m. 'id.', OHG unst f. 'id.'",pdf-text-headword-found,
un/Ji-,,- \*un/Jjo- f.,wave,600,IE,\*h₂n-tih₂- (IE),"ON unnr, uor f. 'id.', OE yo f. 'id.', OS uthia f. 'id.', OHG undea f. 'flood, wave', MHG iinde f. 'id.'",pdf-text-headword-found,suspicious-headword-characters
iira-,,n.,(ferriferous) sand,601,WEUR?,,"Du. oer n. 'ferriferous sand, bog iron' (WEUR?). Usually compared to Olr. u(i)r 'earth; clay', but the variant far seems to point to \*(s)wur-. See also \*aura-.",pdf-text-headword-found,
urba-,,n.,inheritance,601,IE,\*h₃rbh·o- (IE),"OSw. orf, urf n. 'piece of cattle, property, inheritance', OE orfn. 'cattle'",pdf-text-headword-found,
iiru-,,m.,aurochs,601,GM,,"ON urr m. 'id.', OE ur m. 'kind of OX, bison', OHG uro m. 'aurochs', MHG ure, ur m. 'id.', G Auer-ochs m. 'id.' (GM). A u-stem of disputed origin. It is formally and semantically close to the IE word for 'male animal', \*(u)rs-en- (for which see \*kursan- and \*urzan-), but it is impossible to explain the Germanic long u from this form. It has therefore been suggested that the word was adopted from a lost European language (Schrijver 2003a: 223). It seems likely, however, that the u-stem split off from a regular n-stem, just as ON Qrn 'eagle' < \*arnu- split off from PGm. \*aran- 1. If so, it must be assumed that the n-stems OHG uro and MHG ure < \*uran- are primary, which would bring the wo…",pdf-text-headword-found,
urzan-,,m.,"black grouse, capercaillie",601,IE,,"ON orri m. 'black grouse', Far. orri m. 'id.', Elfd. uorre m. 'id.', OE wor-hana m. 'pheasant', Du. woer-haan 'male pheasant', OHG orre-huon m. 'capercaillie', MHG or-han, ur-han m. 'id.', G Auer-huhn n. 'id.' ϊ \*rs-en- (IE). The word originally denoted only the male bird, the feminine form being represented by Elfd. ynn < \*urznf-, Nw. dial. yrkne < \*urznjo- < \*rs-n-ih₂-. It continues a formal variant of PIE \*urs-en- 'male animal' (for which see \*kursan- 'calf) plus another unknown element. In view of the seemingly ablauting variants OE wor-hana, Du. dial. woer-haan < \*worzan- < \*ueHursen- and MHG ur-hane, G Auer-huhn < \*u(w)urzan- < \*uHrsen-(?), it is tempting the reconstruct this…",pdf-text-headword-found,
ustr(j)a-,,adj.,energetic,602,GM,,"Sw. yster adj. 'lively', OHG ustar adj. 'stingy' (GM). No clear etymology. The comparison with Skt. 0$6m adv. 'with flames, burning; quickly' (e.g. Torp 1909: 33) is weak from the semantic perspective. Lat. industrius 'active' does not belong here either, since it must be derived from \*h₁endo-stru-io- ""input"".",pdf-text-headword-found,
iit,,adv.,out,602,IE,,"Go. ut adv. 'id.', ON ut adv. 'id.', Far. ut adv. 'id.', Elfd. aut adv. 'id.', OE ut adv. 'id.', E out, OFri. ut adv. 'id.', OS ut adv. 'id.', Du. uit prep./ adv. 'id.', OHG uz prep./ adv. 'out, outside, but', G aus prep./ adv. 'id.' ϊ \*ud (IE) - Skt. ud prev. 'up, upwards, away, out of, Av. us-, uz- prev. 'up, out', Oss. (ce)sprev. 'id.', OCS, Ru. vy- pref. 'out'. An adverb directly continuing PIE \*ud. The vowel was lengthened as a result of the monosyllabicity of the word. See also \*uz.",pdf-text-headword-found,
utra-,,m.,otter,602,IE,,"ON otr m. 'id.', Far. otur m. 'id.', Elfd. uotter m. 'id.', OE oter, otter m. 'id.', E otter, Du. otter m. 'id.', OHG otter m. 'id.', G Otter m. 'id.' ϊ \*ud-r-o- (IE) - Identical to Skt. udra-, YAv. udra- m. '(fish) otter'. The feminine formation, cf. G Otter < \*udro- is more wide-spread, cf. Gr. uopa f. 'water-serpent', Lat. lutra (with secondary /), Lith. ildra, OPru. wudro, Ru. vjdra, SCr. vl'dra f. 'otter' < \*ud-r-eh₂-. The word is a direct derivation from the IE word for 'water', for which see \*watar- - \*watan-.",pdf-text-headword-found,
u(w)ur-,,n.,drizzle,602,IE,\*uh₁-r (IE),"ON ur n. 'drizzling rain', Elfd. aur-weoer n. 'snowstorm'",pdf-text-headword-found,
uwwilon-,,f.,owl,602,GM,,"ON ugla f. 'id.', Far. ugli m., ugla f. 'id.', Elfd. ugel f. 'id.', OE ule f. 'id.', E owl, MDu. ule m.jf. 'id.', Du. uil c. 'id.', OHG uwila, ula f. 'id.', G Eule f. 'id.' (GM). Etymology obscure, probably an onomatopoeia, cf. ON ufr 'horned owl', OHG uvo, MHG ufe m. 'eagle owl', Cimb. auvo m. 'owl' < \*ufa(n)-.",pdf-text-headword-found,
uz,,prep.,out (of),603,IE,\*ud-s (IE),"Go. us prep. 'id.', ON 6r, ur prep. 'id.', Far. ur prep. 'id.', Nw. or prep. 'id.', Elfd. yr prep. 'id.'",pdf-text-headword-found,
uzda-,,m.,"tip, prickle",603,DRV?,\*uz-dhh₁-o-(?) (DRV?),"ON oddr m. 'point of a weapon; spear; spur', Far. oddur m. 'point, tip, end', Elfd. udd m. 'point, edge, cusp', OE ord m. 'point (of a weapon); line of battle; beginning', OS ord m. 'point', Du. oord n. 'location', OHG art m./n. 'point, end, prickle', G Ort m. 'place, spot'",pdf-text-headword-found,
uz-etan-,,m.,manger; feed,603,refuse of,,"Go. uz-eta m. 'crib, manger', ME orte '(refuse of) animal feed', E orts, MLG ort(e) 'remainder of animal feed; undigested food', MDu. or(a)ete 'leftovers from animal feed', Du. obs. oort n. 'leftovers' (DRY). A formation consisting of the adv. \*uz 'out' and the strong verb \*etan- 'to eat'. Also cf OFri. erta w.v. 'to browse', WFri. eertje w.v. 'to browse, eat away': according to Brandsma 1936: 69, the Frisian forms belong to OE earo, iero f. 'plowing', but the development of \*p to \*t only takes place word-initially.",pdf-text-headword-found,no-proto-arrow-or-distribution-detected
uznan-,,w.v.,to become warm,603,IE,\*Hus-neh₂- (IE),"Far. orna w.v. 'id.', OSw. orna w.v. 'id.', Elfd. uonna w.v. 'id.'",pdf-text-headword-found,
wabja-,,n.,web,603,DRV,,"ON vefr m. 'web; woven cloth', Far. vevur m. 'web; texture, tissue', Elfd. wev m. 'web', OE webb n. 'id.', E web, OFri. web, wob, wub n. 'id.', OS webbi n. 'id.', Du. web n. 'id.', OHG weppi n. 'id.', MHG weppe n. 'id.' (DRV). A (collective) ja-stem related to the strong verb \*weban- (q.v.). A zero-grade variant is attested as OHG wuppi, MHG wiippe n. 'web' < \*wubja-.",pdf-text-headword-found,
wabjan-,,w.v.,to wrap,604,IE,,"ON vejja w.v. 'to wrap, fold; to entangle', Far. vevja w.v. 'to twist, twin; to wrap, swaddle', Elfd. weva w.v. 'to wrap' w \*h₁uobh-eie- (IE). The causative to \*weban- ( q.v.).",pdf-text-headword-found,
wada-,,m.,(fishing-)line,604,NEUR,\*uodh-o- (NEUR),"ON vaor m. 'fishing-line; line for measuring', Far. vao n. 'fishing-line'",pdf-text-headword-found,
wadan-,,s.v.,to wade,604,WEUR,\*uh₂dh-e- (WEUR),"ON vaoa s.v. 'id.', Far. vaoa s.v. 'to wade; to wash up to', OE wadan s.v. 'to go, wade', E to wade, OFri. wada s.v. 'to wade', MDu. waden s.v. 'to go, proceed, wade; to flow, melt; to sink into', Du. waden w.v. 'to wade', OHG watan s.v. 'id.', G waten s.v. 'id.'",pdf-text-headword-found,
wadja-,,n.,"pledge, surety",604,IE,\*Huodh-io- (IE),"Go. wadi n. 'id.', ON veo n. 'id.', Far. veo n. 'id.', OE wed n. 'id.', OFri. wed n. 'id.', MLG wedde n. 'pledge, pledge agreement, fine, agreement, law', MDu. wedde m./n. 'pledge; surety; dowry; stake(s)', Du. wedde c. 'salary', OHG weti, wetti n. 'pledge; agreement; penance', G Wette f. 'bet'",pdf-text-headword-found,
wagja-,,m.,wedge,605,NEUR,\*uogrwJh-io- (NEUR),"ON veggr m. 'id.', Elfd. wegg m. 'id.', OE wecg m. 'id.', E wedge, OS weggi m. 'id.', EDu. wig c. 'id.', OHG wecki m. 'id.', G Weck m. 'bread roll'",pdf-text-headword-found,
wagjan-,,w.v.,"to shake, move",605,IE,\*uogh-eie- (IE),"Go. wagjan w.v. 'id.', OE wecgan w.v. 'id.', OHG weggen, wegen w.v. 'to shake, provoke'",pdf-text-headword-found,
wagna-,,m.,wagon,605,IE,\*uogh-no- (IE),"ON vagn m. 'id.', Far. vognur m. 'id.', Elfd. waungen m. 'id.', OE w<Egn, w<Egen m. 'id.', E wain, OFri. wein m. 'id.', Du. wagen c. 'id.', OHG wagan m. 'id.', G Wagen m. 'id.'",pdf-text-headword-found,
wagnisan-,,m.,plowshare,605,EUR,\*uogwh-ni- (EUR),"ON vangsni m. 'id.', Nw. vagnse, vangsne m. 'id.', OHG waganso m. 'id.', G Swi. wiige(n)se m. 'id.'",pdf-text-headword-found,
wahan-,,s.v.,to remark,605,IE,\*u6kw-e(IE),"OS gi-wegi 'suggerat:, MLG ge-wagen 'to notice', MDu. ge-waghen s.v. 'to make notice of, tell', Du. ge-wagen 'to make mention of, OHG gi-wahan s.v. (pret. gi-wuog) 'to memorate, mention'",pdf-text-headword-found,
wahsa-,,n.,wax,606,IE,\*uol<s-o- (IE),"ON vax n. 'id.', Far. vaks n. 'id.', Elfd. waks n. 'id.', OE weax n. 'id.', E wax, OFri. wax n. 'id.', Du. was c. 'id.', OHG wahs n. 'id.', G Wachs n. 'id.'",pdf-text-headword-found,
wahsO)an-,,s.v.,to grow,606,IE,\*h₂ueg-s- (IE),"Go. wahsjan s.v. 'id.', ON vaxa, vexa s.v. 'id.', Far. vaksa s.v. 'id.', Elfd. weksa w.v. 'id.', OE weahsan s.v. 'id.', E to wax, OFri. waxa, wexa s.v. 'id.', OS wahsan s.v. 'id.', OHG wahsan s.v. 'id.', G wachsen s.v. 'id.'",pdf-text-headword-found,suspicious-headword-characters
wahstu-,,m.,growth; stature,606,DRV,,"Go. wahstus m. 'id.', ON vpxtr m. 'growth; stature; yield', Far. vekstur m. 'id.' (DRV). A tu-stem derived from \*wahs(j)an- (q.v.). With a similar meaning, also cf. ODu. wa(h)smo, OHG wahsamo m. 'growth, fruit' < \*wahsman-.",pdf-text-headword-found,
wai,,interj.,woe,606,IE,\*uai (IE),"Go. wai interj. 'id.', ON vei interj. 'id.', OE wa interj. 'id.', E woe, OS we interj. 'id.', Du. wee interj. 'id.', OHG we interj. 'id.', G Weh interj. 'id.'",pdf-text-headword-found,
waigo-,,f.,strength,606,EUR,\*uoik-eh₂- (EUR),"ON veig f. 'pith, strength'",pdf-text-headword-found,
waigra-,,adj.,resistant,606,DRV,,"MDu. we(i)ger adj. 'id.', OHG weigar adj. 'id.' Թ \*uoili-r6- (DRV). A ra-stem derived from \*wlhan- (q.v). Also cf. OFri. weigeria, MDu. we{i}geren, OHG weigeron, G weigern w.v. 'to refuse, reject' < \*waigrojan-.",pdf-text-headword-found,
waika-,,adj.,weak,607,DRY,\*h₃uoig-o- (DRY),"ON veikr adj. 'weak, sick', Far. veikur adj. 'weak', OE wac adj. 'weak, miserable', OS wek adj. 'id.', Du. week adj. 'soft, weak', OHG weich adj. 'id.', G weich adj. 'id.'",pdf-text-headword-found,
wainaga-,,adj.,"miserable, poor",607,DRY,,"Go. wainags adj. 'id.', Du. weinig adj. 'few, little', OHG wenag adj. 'id.', G wenig adj. 'few, little' (DRY). Derived from \*wain6n- w.v. 'to whine', cf. ON veina, OE wanian, OFri. wenia, OHG wein6n, G weinen, which agains appears to be an n-present \*uai-neh₂- to the interjection \*wai ( q.v.).",pdf-text-headword-found,no-proto-arrow-or-distribution-detected
waisunda/6-,,m./f.,windpipe; gullet,607,DRY,,"OE wasend m. 'windpipe; gullet', OFri. wasanda, wasenda m. 'wind-pipe', OHG weisunt, weisant f. 'wind-pipe; vein' (DRY). Usually assumed to be related to Skt. ve$ati 'to flow' < PIE \*ueis- (Pokorny JEW 1134) through an intermediate meaning 'the flowing one' (cf. the OHG meaning 'vein'). This etymology seems to be strengthened by Nw. veise f. 'rivulet; horsetail' < \*wais6n-, especially since the noded stalk of the horsetail is reminiscent of the windpipe. PGm. \*waisunda- contains the suffix \*-und- < PIE \*-nt-, for which cf. ON hprund n./f. 'flesh', vitund f. 'consciousness, skill' (cf. also OGutn. hugund f. 'need, nature's call'). Note that, in English, dial. wozzen ( = OE wasend) is acc…",pdf-text-headword-found,suspicious-headword-characters; no-proto-arrow-or-distribution-detected
waiza-,,n.,seaweed(?),607,IE,,"OE war n. 'seaweed; sand', ME w6r 'seashore, beach; seaweed', MDu. wier n. 'id.', woer f. 'seaweed', EDu. Zeal. woer 'id.', Du. wier n. 'id.' (IE). The correspondence of OE war with Du. wier (with e < \*ai becoming ie in dialectal Dutch) points to \*waira- or \*waiza-. The coastal variant woer is an lngvaeonic form. The usually assumed link with ON vfrr, OE wir m. 'wire' < \*wira- is possible, but semantically improbable in view of the OE and ME meanings 'beach' and 'sand'. I therefore assume a connection with Icel. veisa f. 'moist, swamp, mud; filth; gutter' < \*wais6n-, derived from the PIE root \*ueis- 'to flow' (for which cf. \*waisunda/6-).",pdf-text-headword-found,
waizda-,,n.,woad,607,NIE,\*uaisd- (NIE),"OE wad n. 'id.', E woad, OFri. wede f.(?) 'id.', OS wed m.(?) 'id.', ODu. wed{e) m.(?) 'id.', Du. wede c. 'id.', OHG weit m. 'id.', G Weit m. 'id.'",pdf-text-headword-found,
wajju-,,m.,wall,608,IE,\*ul;i1i-u- (IE),"Go. waddjus m. 'id.', ON veggr m. 'id.', Far. veggur m. 'id.', Elfd. wegg m. 'id.'",pdf-text-headword-found,
wakan-,,s.v.,to awaken,608,IE,\*uh₂g-e- (IE),"Go. wakan s.v. 'id.', ON vakinn ptc. 'awake', OE wacan s.v. 'to be born'",pdf-text-headword-found,
wakjan-,,w.v.,to awaken,608,IE,\*uog-eie(IE),"Go. us-wakjan w.v. 'id.', ON vekja w.v. 'id.', Far. vekja w.v. 'id.', Elfd. wettja w.v. 'id.', OE weccan w.v. 'id.', OS wekkian w.v. 'id.', Du. wekken w.v. 'id.', OHG wecken w.v. 'id.', G wecken w.v. 'id.'",pdf-text-headword-found,
wakk/g6n-,,w.v.,"to move, shake",608,IE,\*uogh-nehr (IE),"ON vaga w.v. 'to move', Far. vagga w.v. 'to rock; to stagger', Nw. vakka s.v. 'to travel', OE wagian w.v. 'to oscillate, shake', ME wag(g)en 'id.', E to wag, MDu. waggen s.v. 'to shake, waver', Du. waggelen w.v. 'to stagger', OHG wagon w.v. 'to move, shake; to dare', G wagen w.v. 'to dare'",pdf-text-headword-found,suspicious-headword-characters
wakra-,,adj.,"alert, awake",608,ORV,\*uog-ro- (ORV),"ON vakr adj. 'id.', OE wacor adj. 'id.', Du. wakker adj. 'id.', OHG wackar adj. 'id.', G wacker adj. 'id.'",pdf-text-headword-found,
wakwa·,,adj.,moist,609,EUR,\*uogw.0• (EUR),"ON vpkr adj. 'id.', MDu. wac adj. 'id.'",pdf-text-headword-found,
wala-,,n.,the slain,609,IE,\*uo/h₃-o- (IE),"ON valr m. 'id.', OE wee/ n. 'id.; battle field', OHG wa/ n. 'id.'",pdf-text-headword-found,
waldan-,,s.v.,"to rule, have authority over",609,IE,\*h₂ulh₁-t- (IE),"Go. waldan s.v. 'id.', ON valda s.v. 'to rule over; to cause', OE wea/dan s.v. 'to have power over', E to wield, OFri. wa/da s.v. 'id.', OHG waltan s.v. 'id.'",pdf-text-headword-found,
waldii·,,f. 'dyer's rocket',,609,WEUR/NIE,\*uolt-eh₂-(?) (WEUR/NIE),"ME we/de, wolde 'id.', E weld, MDu. wolde, woude f. 'id.', Du. wouw c. 'id.', G Wau m. 'id.'",pdf-text-headword-found,missing-or-unparsed-gloss
waljan-,,w.v.,to choose,610,IE,\*uolhi-eie- (IE),"Go. waljan w.v. 'id.', ON velja w.v. 'id.', Far. velja w.v. 'id.', Elfd. we/a w.v. 'id.', OS wellian w.v. 'id.', OHG wellan w.v. 'id.', G wiihlen w.v. 'id.'",pdf-text-headword-found,
walkan-,,s.v.,to roll,610,IE?,,"OE wealcan s.v. 'to roll, toss; to wind', ME walken s.fw.v. 'to roll, toss; to wander, proceed', E to walk, OHG walkan s.v. 'to full, felt' (IE?). A root with an original Gm. meaning 'to roll (over), to toss'. The word was often used in the context of rolling waves cf. ON va/k, Far. valk n. 'swell (at sea)', OE wea/ca m. 'wave' < \*walka(n)-. On the IE level, the usual etymological connection with Skt. valgati 'to move up and down, boil up, spring' < \*uelg-e-(?) and Latv. vaigs m. 'rope' < \*uolg-o- (cf. LIV2), is improbable in view of the obvious intra-Gm. link with \*walk/gon- 'to roll', impers. 'to be nauseated'. It follows from this link that the k of \*walkan- must have arisen due to i…",pdf-text-headword-found,
walk/gem-,,w.v.,to roll,610,IE?,\*uo/gh-neh₂- (IE?),"ON valka w.v. 'toss to and fro', Far. valka w.v. 'to make a mess', MLG walgen w.v. 'to struggle, wrestle; imp. to be disgusted', MDu. walgen w.v.(imp.) 'to be nauseated', Du. walgen w.v. 'to be disgusted', OHG walgon w.v. 'to roll'",pdf-text-headword-found,suspicious-headword-characters
wallan-,,s.v.,"to well up, boil, seethe",611,IE,,"OE weal/an s.v. 'to well, bubble forth, spring out, flow', OFri. walla s.v. 'id.', OS wallan s.v. 'id.', OHG wallan s.v. 'id.', G wallen w.v. 'id.' (IE) - Skt iirmf- m. 'wave' < \*u/H-mi-; Lith. vilnis f. 'id.' < \*u/H-ni-; OCS vlbna, Ru. volna f. 'id.' < \*u/H-nehi-. An a-grade intensive verb probably continuing an n-present \*uo/H-ne-. It is accompanied by the e-grade verb \*wellan-, attested as ON vella s.v. 'to seethe' ( < \*ue/H-n-). Both of these strong verbs may have been created to the archaic zero-grade present Go. wulan < \*wulan- (q.v.).",pdf-text-headword-found,
wal(l)on-,,w.v.,to roll,611,IE,,"OE weallian w.v. 'to wander, roam', MDu. wal(l)en 'to turn, roll, wander', EDu. wallen 'to turn', OHG wal(l)on w.v. 'to wander, roam' (IE) - ToA wa/-, ToB wiilii- 'to cover' < \*ulh₁-; Gr. dAtw 'to roll, turn, wind, revolve' < \*uel-n-h₁-e-; Olr. fillid 'to bend' < \*uel-ne-; Lith. velti 'to felt, full, tousle', Latv. veft 'to roll, felt' < \*uelh₁-ie-. The different dialectal forms appear to continue an iterative 3sg. \*wallopi, 3pl. \*walunanpi < \*uolh₁-n(e)h₂-. See also \*walwjan-.",pdf-text-headword-found,
walO-,,f.,golden oriole,611,NEUR,\*ui-uh₂l-(?) (NEUR),"ME wade-wale 'golden oriole, green woodpecker', E wood-wall, hick-wall, WFri.gie/e-gou c. 'golden oriole' (= ""yellow-wall"", i.e. with restored reduplication), MDu. wede-wale f. 'id.', Du. wiele-waal c. 'id.', MHG wite-wal f. 'id.'",pdf-text-headword-found,suspicious-headword-characters
walf>u-,,m.,"field, uncultivated area, wood",611,,,"ON vpllr m. 'field', Far. vږllur m. 'greensward', Elfd. wall m. 'field', OE weald m. 'wood', OFri. wald m./n. 'id.', OS wald m. 'id.', Du. woud n. 'id.', OHG wald m. 'id.', G Wald m. 'id.' Ի",pdf-text-headword-found,no-proto-arrow-or-distribution-detected
u61H-tu-,,(EUR),,612,,,"To Olr. folt m. 'hair', W gwallt 'id.' < \*uo/H-to-; Lith. valtis 'panicle', OPru. wolti 'id.', Ukr. vol6tb 'id.', SCr. vltit m. 'id.' < \*uolH-tio-. A tu-stem created to a European root \*ue!H-.",pdf-text-headword-found,suspicious-headword-characters; missing-or-unparsed-gloss
walu-,,m. 'lump; staff,,612,IE,\*uolhi-u(IE),"Go. walus m. 'id.', ON vplr m. 'stick', Far. velur m. 'lump, tumor, growth; steering pole', OFri. walu-bera m. 'pilgrim'",pdf-text-headword-found,missing-or-unparsed-gloss
walwjan-,,w.v.,to roll,612,IE,\*uolhi-u-eie- (IE),"Go. -walwjan w.v. 'id.', OE wielwan w.v. 'id.'",pdf-text-headword-found,
wambo-,,f.,"womb, belly",612,IE?,,"Go. wamba f. 'id.', ON vpmb f. 'id.', Far. vomb f. 'id.', Elfd. uomb f. 'id.', OE wamb f. 'id.', E womb, OFri. wamme f. 'id.', ODu. wamba f. 'id.', MDu. wamme f. 'id.', OHG wamba f. 'id.', G Wamme, coll. Wampe f. 'id.' (IE?). A Germanic word. It has been compared to OE umbor n. 'child' (Holthausen 1934: 376), but the implied PIE reconstruction \*umbh-ro(\*umbh-os-o-?) would have given \*wumbra-. More attractive is the connection with Skt. gabh<i- m. 'vagina' < \*gwh'lbh-o-. Note, however, that the latter word may belong to Skt. gabhira- adj. 'deep', which in turn must have been dissimilated from \*grabhira- in view of Gr. yA.mpup6<; adj. 'hollow' (Burrow 1954: 6). Also cf. OHG wambo m. 'paun…",pdf-text-headword-found,
wana-,1,adj.,"Jacking, missing, void",612,IE,\*u!J2-no-j\*ueh₂-n6- (IE),"Go. wans adj. 'id.', ON vanr adj. 'id.', OE wan adj. 'id.', OHG wan adj. 'id.'",pdf-text-headword-found,
wana-,2,adj.,accustomed,613,IE,\*Huonh₁-o- (IE),"ON vanr adj. 'id.', Far. vanur adj. 'id.', Elfd. wan adj. 'id.'",pdf-text-headword-found,
wanda-,,adj.,"turned, twisted",613,DRV,,"ON vandr adj. 'difficult, bad', Elfd. uond adj. 'bad', OS wand adj. 'changeable' (DRV). An o-grade adjective derived from \*windan- (q.v.).",pdf-text-headword-found,
wandjan-,,w.v.,to cause to turn,613,EUR,\*uondh-eie- (EUR),"Go. ga-wandjan w.v. 'to turn, convert', ON venda w.v. 'to turn; to change, convert', Far. venda w.v. 'id.', Elfd. wenda w.v. 'to turn (around)', OE wendan w.v. 'to turn, cause to move, change direction', OFri. wenda w.v. 'id.', OS wendian w.v. 'to turn', Du. wenden w.v. 'id.', OHG wenten w.v. 'id.', G wenden w.v. 'id.'",pdf-text-headword-found,
