entry_headword_and_label	entry_text
*wissīn sb.f.	Goth miþ-wissei ‘awareness, consciousness’, OHG gi-wissī ‘attempt, proof’. Derived from *wissaz. Feist 364; Heidermanns 681.
*wisunđaz sb.m.	OE wesend id., MDu wesent id., OHG wisant, wisunt id. ON vísundr ‘bison-ox’ is a LG loanword. Related to *waisōn due to the specific smell of the male animal. Charpentier MO VI 128–129 (to OPrus wis-sambrs ‘aurochs’); Schrader-Nehring II 60 (same as Charpentier); Torp-Falk 413 (to *wes(u)lōn and further to Lat uīrus ‘stench’); Būga IORJa S XVII/1 45–46; Petersson Heter. 39–40; Holthausen AEEW 391; Petersson KZ XLVII 131 (to Skt vißānā ‘horn’); Pokorny I 1134; Vries ANEW 669; Kluge-Seebold 894.
*wita-lausaz adj.	ON vit-lauss ‘witless’, OE wit-leás id., Fris wit-lās id., MLG witlōs id. Compound of *witan and *lausaz. Carr Nom. comp. 61.
*witan sb.n.	ON vit ‘consciousness, sense, intelligence’, OHG gi-wiz ‘knowledge’. Derived from *waita. Seebold 534.
*witēnan wk.vb.	Goth witan ‘to keep watch over’, OHG gi-wizzēn ‘to become reasonable’. Derived from *waita. Structurally close to Lat uideō ‘to see’, Slav *vidîti id. Torp-Falk 409–410; Walde-Hofmann II 784–785; Feist 569; Vries ANEW 669; Seebold 534; Lehmann GED 407.
*witizaz ~ *wituzaz adj.	ON vitugr ‘clever’, OE witiz ‘having knowledge, sagacious, wise’, MLG wittich ‘clever’, OHG sbst. wīzago ‘prophet’. Derived from *witan. Torp-Falk 410; Holthausen AEEW 401; Vries ANEW 670.
*witjan sb.n.	Goth un-witi ‘foolishness, ignorance’, OE witt ‘right mind, wits’, OFris wit ‘joke, comprehension’, OS giwit ‘understanding’, OHG wizzi id. Cf. ON adj. ǫr-viti ‘out of one’s senses’. Derived from *waita. Close to Skt vidyā ‘knowledge’. Holthausen AEEW 401; Feist 526; Mayrhofer III 256; Pokorny I 1125–1127; Vries ANEW 669; Seebold 534; Lehmann GED 379, 407; Bammesberger Nom. 65.
*witōn sb.m.	Goth un-wita ‘ignorant, fool’, ON viti ‘signal, beacon’, OE wita ‘wise man’, OFris wita ‘witness’, OS mēn-giwito ‘false witness’. Derived from *witan. Torp-Falk 410; Holthausen AEEW 400; Feist 526; Vries ANEW 670; Seebold 534; Lehmann GED 379; Bammesberger Nom. 173.
*witōþaz adj.	Goth sbst. witoþ ‘law’, Run sbst. vitada-halaiban, OE witod ‘appointed, ordained’, OFris sbst. witat ‘wafer’, OS sbst. witut ‘law’, OHG sbst. wizzōd id. Participle of unattested wk.vb. *witōjanan. Derived from *waita. Wood MLN XXI 41 (to Skt neut. vidátha- ‘distribution’); Torp- Falk 410; Feist 570; Lehmann GED 407.
*witriz adj.	ON vitr ‘wise’, OE witer ‘knowing, wise’. Close to Gk ǫdriw ‘skillful, clever’. Further related to *waita. Karsten NB II 447; Torp-Falk 410; Holthausen AEEW 401; Pokorny I 1127; Vries ANEW 670; Frisk I 357; Seebold 534; Heidermanns 682.
*witulaz adj.	ON mann-vitull ‘simple, dull-witted’, OE fore-witol ‘foreknowing’. Derived from *witan. Holthausen AEEW 401; Heidermanns 682–683.
*wiþi-bainan sb.n.	ON viä-beina ‘collarbone’, OE wiäo-bán id., OFris widu-bēn id., MLG wede-bēn id. Compound of *wiþiz and *bainan. Holthausen AEEW 393; Carr Nom. comp. 53; Vries ANEW 659.
*wiþiz sb.f.	Goth kuna-wida ‘fetter, cord’, ON viä ‘withy’, MLG wede ‘fetter’, OHG wid ‘thin branch, fetter’. Related to Av vaēti- ‘willow’, Gk φιτέα id., Lith vytīs ‘willow branch’, Slav *vitь id. and other derivatives of *⁄ei- ‘to braid’. Bartholomae 1314; Torp-Falk 406; Trautmann BSW 347; Feist 315–316; Pokorny I 1122; Vries ANEW 659; Fraenkel 1268; Frisk I 743–744.
*wiþjōn sb.f.	ON viäja ‘withy’, OE wiääe ‘thong, cord’, OFris withe ‘band, fetter’, MDu wide id., OHG witta ‘head-band’. See *wiþiz. Torp-Falk 406; Holthausen AEEW 402; Vries ANEW 659; Onions 1010; Lehmann GED 222.
*wiþra-werþaz adj.	Goth wiþra-wairþs ‘opposite’, OE wiäer-weard ‘contrary, adverse, hostile’, OHG widar-wert ‘adverse, hostile’. Derived from *wiþra(n) and *werþaz. Feist 571; Lehmann GED 34, 408.
*wiþra(n) prep.	Goth wiþra ‘against, opposite’, ON viär id., OE wiäer id., OFris wither id., OS withar id., OHG widar id. Comparative in *-ter- based on IE *⁄i-, cf. Skt vitarám ‘farther’, Av vītara- ‘further one, later one’. Bartholomae 1439; Torp-Falk 411; Holthausen AEEW 401; Feist 570–571; Mayrhofer III 207; Pokorny I 1176; Vries ANEW 660; Onions 1010; Lehmann GED 408; Kluge-Seebold 888.
*wīban sb.n.	Burg *wif ‘wife, woman’, ON víf ‘woman’, OE wíf id., OFris wīf id., OS wīf id., OHG wīb id. Of uncertain origin. Torp-Falk 412 (to *waibjanan); Tavernier-Vereecken RBPH XXXII/1 97–99 (to *webanan); Bezzenberger KZ XLI 282 (from *⁄ei˚-po-, cf. Skt viś-páti ‘lord of the house’, nṛ-pa- ‘prince, king’); Printz IF L 132–135; Holthausen AEEW 395; Pokorny I 1132; Vries ANEW 661; Zalizniak I 145; Onions 1006; Köbler 714; Kluge- Seebold 879–880 (to Lith vaĩkas ‘child’); Adams TB 238 (to Toch A kip, B kwīpe ‘shame’, with the semantic development ‘shame’ > ‘pudenda’ > ‘woman’).
*wībōjanan ~ *waibōjanan wk.vb.	ON koma aä vífandi ‘to arrive as by chance’, OHG weibōn ‘to waver’. Connected with *waibjanan. Vries ANEW 661; Lehmann GED 74.
*wīđa-faþmjaz adj.	ON víä-faämr ‘widefathoming’, OE wíd-fæäme ‘broad-bosomed’. Compound of *wīđaz and *faþmjaz (see *faþmaz). Carr Nom. comp. 67.
*wīđaz adj.	Burg *wids ‘wide’, ON víär id., OE wíd id., OFris wīd id., OS wīd id., OHG wīt id. Probably related to *wiđuz. The semantic relation of the latter to Lith vidūs ‘middle’ is similar to that of Lith m‚dis ‘wood’ to Skt mádhya- ‘middle’. Karsten NB II 304; Prellwitz KZ XLVIII 153–154 (to Skt part. vītá- ‘verfolgen’); Torp-Falk 412; Holthausen AEEW 393; Trier Lehm 50; Pokorny I 295; Vries ANEW 660; Onions 1005; Bammesberger Nom. 252; Köbler 714; Heidermanns 678–679; Kluge-Seebold 884.
*wīđiþō sb.f.	ON vídd ‘width’, EFris wīdte id., MLG wīdde id. Derived from *wīđjanan. Vries ANEW 659.
*wīđjanan wk.vb.	ON víäa ‘to widen’, OHG wīten id. Derived from *wīđaz. Vries ANEW 659; Heidermanns 679.
*wīđōt adv.	ON víäa ‘widely’, OE wíde id., OS wīdo id., OHG wīto id. Derived from *wīđaz. Vries ANEW 659.
*wīza-xarđuz adj.	ON víg-harär ‘hardy in war’, OE wíz-heard ‘stout in fight, hardy’. Compound of *wīzan and *xarđuz. Carr Nom. comp. 61.
*wīza-līkaz adj.	ON víg-ligr ‘martial, doughty’, OS un-wīg-līk ‘non-militant’, OHG wīg-līh ‘militant’. Derived from *wīzaz. Heidermanns 663.
*wīza-mannz sb.m.	ON víg-maär ‘warrior, champion’, OE wíz-mann ‘man of war, soldier’, OS wīg-man ‘warrior, champion’, OHG wīg-man id. Compound of *wīzan and *mannz. Carr Nom. comp. 79 (parallel formations).
*wīzan sb.n.	ON víg ‘fight, battle’, OE wíz id. Derived from *wīxanan ~ *wīzanan. Structurally close to OIr fích ‘quarrel’. Torp-Falk 408; Holthausen AEEW 395; Vries ANEW 661; Onions 1006; Seebold 544–545; Bammesberger Nom. 60; Kluge-Seebold 881.
*wīza-sakō sb.f.	ON víg-sǫk ‘prosecution for manslaughter’, OS wīg-saka ‘fight’. Compound of *wīzan and *sakō. Carr Nom. comp. 85 (parallel formations).
*wīzaz adj.	Burg sbst. *wigs ‘fighter’, ON vígr ‘in fighting state, serviceable’, OE or-wíze ‘defenseless’, MHG wīge ‘militant’. Derived from *wīxanan ~ *wīzanan. Holthausen AEEW 426; Vries ANEW 662; Seebold 545; Matzel KZ CV 96; Köbler 714; Heidermanns 662–663 (OE derived from *wīzan).
*wīzislōn sb.f.	ON vígsla ‘consecration, ordination’, MLG wīgelse id. Derived from *wīzjanan ~ *wīxjanan. Vries ANEW 662.
*wīzjanan ~ *wīxjanan wk.vb.	ON vígja ‘to consecrate’, OFris wīga id., OS wīhian id., OHG wīhen id. Derived from *wīxaz. Vries ANEW 661; Lehmann GED 398; Kluge-Seebold 881–882.
*wīxan sb.n.	ON vé ‘temple’, OE wíh ‘idol’ (masc.), OS wīh ‘shrine’, OHG wīh id. Substantivized *wīxaz. Holthausen AEEW 398; Vries ANEW 648; Benveniste IEL 450; Lehmann GED 398; Heidermanns 663.
*wīxanan ~ *wīzanan str.vb.	Goth weihan ‘to dispute, to fight’, ON vega ‘to fight, to fence’, OE wízan ‘to fight’, OHG ubarwehan ‘to overcome’. Forms with *-e- are secondary (Falk-Torp ND 1362). Connected with Gk ἐπί-εικτος ‘unconquerable’, OIr fichim ‘to fight’, Lat uincō ‘to conquer’, Lith veikiū, ωεϊκτι ‘to carry out, to do’ (Froehde BB XXI 207). Zupitza Gutt. 72, 142; Torp-Falk 408; Trautmann BSW 339; Holthausen AEEW 395; Walde-Hofmann II 791– 792; Feist 557; Jóhannesson IEW 113–114; Porzig Gliederung 195; Pokorny I 1128–1129; Chemodanov SGGJa I 66–67; Fraenkel 1213–1214; Vries ANEW 650; Frisk I 536; Seebold 544–545; Benveniste IEL 450; Lehmann GED 397–398; Kluge-Seebold 881.
*wīxaz adj.	Goth weihs ‘holy’, OE wízbedd ‘altar’, OS wīh-dag ‘holiday’, OHG wīh ‘holy’. Derived from *wīxanan ~ *wīzanan (for the development of meaning cf. Lith vi‚kas ‘life force’ from the same IE *⁄eik-). Karsten NB I 28–29; Zupitza Gutt. 142; Torp-Falk 408–409; Braune PBB XLIII 398–404; Schulze Kl. Schr. 573–574; Feist 557–558; Walde-Hoffmann II 782, 791–792; Holthausen AEEW 398; Baetke HG 55–57 (to Skt vinákti ‘to sift, to separate’, Lat uictima ‘sacrificial animal’); Trier Lehm 48–49; Porzig Gliederung 167; Pokorny I 1128; Chemodanov SGGJa I 87; Fraenkel 1239; Vries ANEW 649; Krause SUR 66–67 (to Lat uinciō ‘to bind, to tie up’); Benveniste 450–452; Scardigli Goten 219–221; Lacy JIES VII 287–296; Lehmann GED 398–399; Bammesberger Nom. 240; Heidermanns 663–664; Kluge-Seebold 882.
*wīxēnan wk.vb.	Goth weihan ‘to consecrate, to dedicate’, OE ful-wian ‘to baptize’. Derived from *wīxaz. Torp-Falk 409; Feist 557; Lehmann GED 398; Heidermanns 663.
*wīxiþō sb.f.	Goth weihiþa ‘holiness’, OFris wītha ‘relic’, OS wīhitha ‘sanctity, sacrament’, OHG wīhida id. Derived from *wīxaz or *wīzjanan ~ *wīxjanan. Feist 557; Benveniste IEL 450; Lehmann GED 398; Heidermanns 663.
*wīxōn sb.m.	Goth weiha ‘priest’, ON theon. Véi Odin’s brother. Derived from *wīxaz. Feist 556–557; Benveniste IEL 450; Heidermanns 663.
*wīxsan sb.n.	Goth weihs ‘village’. Based on an s-stem found in Toch B īke ‘place, location’ < *⁄eikos- and Lat uīlla ‘house’ < *⁄ei˚s-lā (if not with *-sl- suffix). Further related to Skt víś- ‘settlement, tribe, race’, Av acc. vīs- ‘house, court’, Gk οἶκος ‘house’, Slav *vьsь ‘village’. Zupitza Gutt. 192; Bartholomae 1455– 1457; Torp- Falk 409; Walde-Hofmann II 790–791; Feist 558; Mayrhofer III 205–206; Pokorny I 1131; Vries ANEW 649; Frisk II 360–361; Onions 1005; Vasmer-Trubachev I 305; Benveniste IEL 252, 450–452; Lehmann GED 399; Adams TB 63.
*wīkanan str.vb.	ON víkva, víkja ‘to turn, to move’, OE wícan ‘to yield’, OFris wīka ‘to turn, to move’, OS pret. sg. wēc id., OHG wīhhan ‘to cede, to weaken’. Related to Skt vijáte ‘to heave, to speed, to flee’, Lith svíegiu, svíegti ‘to throw’. Torp-Falk 407; Holthausen AEEW 392; Jóhannesson IEW 114–116; Mayrhofer III 204–205; Pokorny I 1131; Vries ANEW 663; Fraenkel 953; Seebold 545–546; Bammesberger Nom. 237; Kluge-Seebold 880.
*wīkō sb.f.	ON vík ‘bay, a small creek’ (traces of a cons. stem), OE wíc ‘bay’, MLG wīk id. Derived from *wīkanan. Torp-Falk 407; Holthausen AEEW 392; Vries ANEW 662.
*wīlan sb.n.	OE víl ‘wile, device’. Close to MIr fell ‘deception’, Lith v‹lius ‘fooling, cunning, deceit’, further related to Lith viliū, vīlti ‘to deceive’. Torp-Falk 413; Pokorny I 1140; Fraenkel 1251, 1254– 1255; Vries ANEW 663 (to Skt vāyati ‘to vanish, to become exhausted’).
*wīna-balziz sb.m.	ON vín-belgr ‘wineskin’, OE wín-belz id. Compound of *wīnan and *balziz. Carr Nom. comp. 82 (parallel formations).
*wīna-bazjan sb.n.	Goth weina-basi ‘grape’, ON vín-ber id., OE wín-beri(z)e id. (fem.), OS wīn-beri id., OHG wīn-beri id. Compound of *wīnan and *bazjan. Feist 559; Carr Nom. comp. 69 (parallel formations); Lehmann GED 400.
*wīna-burilōn sb.m.	ON vín-byrli ‘cupbearer’, OE wín-byrele ‘vintner’. Compound of *wīnan and *burilōn. Carr Nom. comp. 82 (parallel formations). *wīna-đrunkanaz ~ *wīna-đrunkenaz adj.: ON vín-drukkinn ‘drunken with wine’, OE wín-druncen id., OHG wīntruncan id. Compound of *wīnan and *đrunkanaz ~ *đrunkenaz. Carr Nom. comp. 90 (parallel formations).
*wīna-fatan sb.n.	ON vín-fat ‘wine-vat’, OE wín-fæt id., MLG wīn-fat id., OHG wīn-faz id. Compound of *wīnan and *fatan I. Carr Nom. comp. 80 (parallel formations).
*wīna-zarđaz ~ *wīna-zarđōn sb.m.	Goth weina-gards ‘vineyard’, ON vín-garär id., ON wín-zeard id., OS wīn-gardo id., OHG wīn-garto id. Compound of *wīnan and *zarđaz, zarđōn. Feist 559; Carr Nom. comp. 69 (parallel formations); Stender-Petersen Germ.-slav. 365–367 (on Slav *vino-gordъ id. < Gmc); Lehmann GED 400; Kluge-Seebold 892.
*wīna-xūsan sb.n.	ON vín-hús ‘tavern, wine-house’, OE wín-hús id., MLG wīnhūs id., OHG wīn-hūs id. Compound of *wīnan and *xūsan. Carr Nom. comp. 80 (parallel formations).
*wīnan sb.n.	Goth wein ‘wine’, ON vín id., OE wín id., OFris wīn id., OS wīn id., OHG wīn id. An old borrowing from Lat uīnum (Sturtevant Language X 6–8). Kuhn KZ I 191; Jellinek ZDADL LXVI 126; Holthausen AEEW 396; Feist 558; Vries ANEW 664 (ON < OE or MLG); Zalizniak I 145; Onions 1008; Merlingen Urh. Idg. 412; Lehmann GED 399; Kluge-Seebold 882.
*wīna-trewan sb.n.	Goth weina-triu ‘vine’, ON vín-tré id., OE wín-treów id. Compound of *wīnan and *trewan. Feist 559; Carr Nom. comp. 82 (parallel formations); Lehmann GED 399.
*wīpanan str.vb.	Goth weipan ‘to crown, to encircle’, OHG part. bi-wifen ‘unhappy’. Related to Latv viêbt ‘to wince, to grimace’, Lat uibrō ‘to move tremblingly’ (Trautmann Zd Wf VII 268–269). Torp-Falk 412; Walde-Hofmann II 780–781; Feist 559; Pokorny I 1131– 1132; Fraenkel 1236–1237; Seebold 546–547; Lehmann GED 400; Kluge- Seebold 890.
*wīraz sb.m.	ON vírr ‘wire’, Swed dial. vir ‘wire’, OE wír id., MLG wīre id. Related to OIr fíar ‘crooked’, Lith vairūs ‘diverse, various’ (Osthoff Morph. Unt. IV 164). Noreen Abriß 31; Brate Zd Wf X 678 (from Celt); Torp-Falk 406; Holthausen AEEW 398–399; Walde-Hoffman II 799 (Lat pl. uiriae ‘armlets, bracelets’ < Celt); Pokorny I 1122 (to IE *⁄ei- ‘to wind’); Fraenkel 1182–1183; Vries ANEW 667; Onions 1008.
*wīsa-đōmaz sb.m.	ON vís-dómr ‘knowledge, intelligence’, OE wís-dóm ‘wisdom, experience’, OFris wīs-dōm id., OS wīs-dōm id., OHG wīs-tuom id. Derived from *wīsaz. Carr Nom. comp. 58; Onions 1009; Heidermanns 665; Kluge-Seebold 884.
*wīsa-līkaz adj.	ON vís-ligr ‘certain’, OE wís-líc ‘wise, discreet’, OS wīs-līk ‘wise, intelligent’, OHG wīs-līh id. Derived from *wīsaz. Heidermanns 665.
*wīsanan str.vb.	ON part. visinn ‘wilted, withered’, OHG part. wesan ‘weak, tired’. Distantly related to Lat uiēscō ‘to wilt’, W gwyw ‘faded’, Lith vÿstu, vÿsti ‘to wither’. Pedersen Kelt. Gr. I 74, 252; Torp-Falk 413; Walde-Hofmann II 787–788; Jóhannesson IEW 111; Pokorny I 1123; Fraenkel 1265; Vries ANEW 668; Seebold 548; Kluge-Seebold 862.
*wīsaz adj.	Goth un-weis ‘ignorant’, ON víss ‘certain, wise’, OE wís ‘wise, discreet, judicious’, OFris wīs ‘wise, intelligent’, OS wīs ‘learned, clever, wise’, OHG wīs ‘wise, clever’. Continues *⁄eid-s-o- derived from the s-stem of IE *⁄eid- ‘to know’, cf. Skt jātá-vedas- ‘having whatever is born or created as his property; knowing [or known by] all created beings’. Derived from *waita. Karsten NB II 342; Osthoff Morph. Unt. IV 77 (< *⁄eid-to-, as in Lat uīsus, part. of uideō ‘to see’); Torp-Falk 410; Meillet Wu S XII 19; Feist 171; Holthausen AEEW 399; Trier ZDK XLVI 625–635; Pokorny I 1127; Fraenkel 1212–1213 (from *⁄eid-s-); Vries ANEW 668–669; Onions 1009; Seebold 533; Lehmann GED 130–131; Bammesberger Nom. 256; Heidermanns 664–665; Kluge-Seebold 883 (OHG wīsi ‘wise, understanding’ < *⁄eid-tƒosimilar to Slav *vîš‘ь ‘knowing’ < *⁄oidtƒo-).
*wīsīn sb.f.	Goth hindar-weisei ‘deceitfulness, guile’, ON vísi ‘knowledge, science’, OHG wīsī ‘wisdom’. Derived from *wīsaz. Feist 257; Vries ANEW 668; Heidermanns 665.
*wīsjanan wk.vb.	Goth fulla-weisjan ‘to make informed, to instruct thoroughly’, OFris wīsa ‘to show’, OS wīsian id., OHG wīsen ‘to call, to make known’. Derived from *wīsaz. Torp-Falk 410; Feist 171–172; Vries ANEW 668; Lehmann GED 153.
*wīsōn I sb.m.	ON vísi ‘guide, leader, captain’, OE wísa ‘leader, director, captain’, OS balu-wīso ‘devil’, OHG wīso ‘leader’. See *wīsjanan. Holthausen AEEW 399; Vries ANEW 668; Kluge- Seebold 883.
*wīsōn II sb.f.	ON vísa ‘strophe’, OE wíse ‘way, manner’, OS wīsa id., OHG wīsa id. Cf. also WGmc *wīsō > OE wís ‘manner, way’, OFris wīs id. Probably, from *⁄eid-s- or *⁄eid-t- further related to *waita. Heinertz SVSL VII 141–161 (to *wīsjanan); Torp-Falk 410; Holthausen AEEW 399; Pokorny I 1127; Vries ANEW 668; Zalizniak II 181; Onions 1009; Kluge-Seebold 883.
*wīsōjanan I wk.vb.	Goth ga-weison ‘to visit’, OS wīsōn id., OHG wīsōn id. Derived from *wīsaz. Loewe KZ XXXIX 307 (from Lat uīsō ‘to visit’); Brugmann Grundriß II/3 55 (-s- from desiderative IE *-s-); Güntert IF XXX 136; Torp-Falk 410–411; Feist 210; Pokorny I 1125; Onions 418; Lehmann GED 153.
*wīsōjanan II wk.vb.	ON vísa ‘to show, to direct’, OE wísian ‘to show the way, to guide, to direct’. Derived from *wīsaz. Historically identical with *wīsōjanan I. Torp- Falk 410; Holthausen AEEW 399; Heidermanns 665; Kluge-Seebold 883.
*wīsōn sb.f.	OESc ræt-visa ‘justice’, OHG wīsa ‘wisdom’. Derived from *wīsaz. Heidermanns 665.
*wītazōjanan wk.vb.	ON vitka ‘to bewitch’, OE wítezian ‘to prophesy’, OFris wītgia id., OHG wīzagōn id. Derived from *wītazōn. Holthausen AEEW 400; Vries ANEW 670; Kluge-Seebold 883.
*wītazōn sb.m.	ON vitki ‘wizard’, OE wíteza ‘wizard, prophet’, OHG wīzago ‘prophet’. Substantivized adj. *wītazaz > OHG wīzag id. Derived from *waita. Holthausen AEEW 400; Vries ANEW 670; Kluge-Seebold 883.
*wītan sb.n.	Goth id-weit ‘reproach, disgrace’, OE ed-wít ‘reproach, disgrace’, OHG ita-wīz ‘disgrace’. Derived from *wītanan. Holthausen AEEW 88; Feist 290; Lehmann GED 203.
*wītanan str.vb.	Goth fra-weitan ‘to avenge’, OSwed víta ‘to accuse, to blame’, OE wítan ‘to charge, to blame’, OFris wīta ‘to guard’, OS pres. wītan ‘to reproach’, OHG wīzan ‘to punish, to rebuke’. Derived from *waita. Torp- Falk 409; Feist 167; Holthausen AEEW 400; Jóhannesson IEW 116–118; Pokorny I 1125–1127; Vries ANEW 669; Onions 418, 952; Seebold 550–551; Lehmann GED 127; Kluge-Seebold 862.
