category	form	line	pdf_page	source_page	context
reconstructed_star	*birīnn	4499	pdf-237	221	+ 1pl.obj.    *berisi=t=(s)ni >  **birīnn   *beretes=et=(s)ni  > **beirthēnn
reconstructed_star	*beirthēnn	4499	pdf-237	221	+ 1pl.obj.    *berisi=t=(s)ni >  **birīnn   *beretes=et=(s)ni  > **beirthēnn
reconstructed_star	*birīb	4500	pdf-237	221	+ 2pl.obj.    *berisi=t=(s)ui >  **birīb    *beretes=et=(s)ui  > **beirthēb
reconstructed_star	*beirthēb	4500	pdf-237	221	+ 2pl.obj.    *berisi=t=(s)ui >  **birīb    *beretes=et=(s)ui  > **beirthēb
reconstructed_star	*birīus	4501	pdf-237	221	+ 3pl.obj.    *berisi=t=sus  >  **birīus    *beretes=et=sus   > **beirthēus
reconstructed_star	*beirthēus	4501	pdf-237	221	+ 3pl.obj.    *berisi=t=sus  >  **birīus    *beretes=et=sus   > **beirthēus
reconstructed_star	*bereti	4502	pdf-237	221	3sg. beirid < *bereti=t           3pl. berait < *beraddi=t
reconstructed_star	*beraddi	4502	pdf-237	221	3sg. beirid < *bereti=t           3pl. berait < *beraddi=t
reconstructed_star	*bertom	4503	pdf-237	221	+ 1sg.obj.    *bereti=t=mV  >  beirthium  *beraddi=t=mV   > **bertom
reconstructed_star	*bertot	4504	pdf-237	221	+ 2sg.obj.    *bereti=t=tV   >  beirthiut   *beraddi=t=tV    > **bertot
reconstructed_star	*bertos	4507	pdf-237	221	+ 3.sg.f.obj.  *bereti=t=san  → beirthius   *beraddi=t=san    > **bertos
reconstructed_star	*bertainn	4508	pdf-237	221	+ 1pl.obj.    *bereti=t=(s)ni → beirthiunn  *beraddi=t=(s)ni   > **bertainn
reconstructed_star	*bertaib	4509	pdf-237	221	+ 2pl.obj.    *bereti=t=(s)ui >  beirthib    *beraddi=t=(s)ui   > **bertaib
bracket_phonetic	[T perceiueth not.]	4547	pdf-238	222	... spoile him of his riches by sondrie fraudes, whiche he [T perceiueth not.] b. Interrogative clause (310:166:10) How great and greuous tribulations [C suffered] [SpecTP the Holy Appostyls...?]
bracket_phonetic	[C suffered]	4547	pdf-238	222	... spoile him of his riches by sondrie fraudes, whiche he [T perceiueth not.] b. Interrogative clause (310:166:10) How great and greuous tribulations [C suffered] [SpecTP the Holy Appostyls...?]
bracket_phonetic	[SpecTP the Holy Appostyls...?]	4547	pdf-238	222	... spoile him of his riches by sondrie fraudes, whiche he [T perceiueth not.] b. Interrogative clause (310:166:10) How great and greuous tribulations [C suffered] [SpecTP the Holy Appostyls...?]
reconstructed_star	*Table	4561	pdf-239	223	**Table 9.7 Increase of periphrastic do in clauses of different types**
slash_phonemic	/no quests.   & yes/	4565	pdf-239	223	decls.      quests.      & yes/no quests.   & yes/no quests.  quests.
bracket_phonetic	[T dothe]	4577	pdf-239	223	But beginning in the fourteenth century, and at an increasing rate subsequently, clauses of these types begin to be attested in which periphrastic do bears tense and the matrix verb remains in VP, e.g. (adapted after Kroch’s example (20)):6... bycause the nobylyte there commynly [T dothe] not [VP ex
bracket_phonetic	[VP exercise them in the studys therof.]	4577	pdf-239	223	But beginning in the fourteenth century, and at an increasing rate subsequently, clauses of these types begin to be attested in which periphrastic do bears tense and the matrix verb remains in VP, e.g. (adapted after Kroch’s example (20)):6... bycause the nobylyte there commynly [T dothe] not [VP ex
bracket_phonetic	[C doth]	4577	pdf-239	223	But beginning in the fourteenth century, and at an increasing rate subsequently, clauses of these types begin to be attested in which periphrastic do bears tense and the matrix verb remains in VP, e.g. (adapted after Kroch’s example (20)):6... bycause the nobylyte there commynly [T dothe] not [VP ex
bracket_phonetic	[VP holde him?]	4577	pdf-239	223	But beginning in the fourteenth century, and at an increasing rate subsequently, clauses of these types begin to be attested in which periphrastic do bears tense and the matrix verb remains in VP, e.g. (adapted after Kroch’s example (20)):6... bycause the nobylyte there commynly [T dothe] not [VP ex
reconstructed_star	*Table	4589	pdf-240	224	**Table 9.8 Slope of the logistic for the categories in Table 9.7**
slash_phonemic	/no quests.     & yes/	4593	pdf-240	224	Neg. decls.  quests.      yes/no quests.     & yes/no quests.   quests.
bracket_phonetic	[VP never with swich an eye.]	4603	pdf-240	224	Quene Ester looked [VP never with swich an eye.]
bracket_phonetic	[VP never looked with such an eye.]	4605	pdf-240	224	Queen Esther [VP never looked with such an eye.] In ME the matrix verb exhibits V-to-T movement, whereas in ModE the verb remains in VP. The change started in late ME in which, beside the matrix verb + never order which was categorical earlier in the language, never + matrix verb and do + never + ma
reconstructed_star	*Table	4618	pdf-241	225	**Table 9.9 Position of never**
reconstructed_star	*Table	4665	pdf-242	226	**Table 9.11 do-periphrasis in unemphatic affirmative declarative clauses (Warner’s analysis)**
reconstructed_star	*eti	4692	pdf-243	227	4. In Table 9.6 we employ the so-called Cowgill particle, first proposed by him in 1975. We follow Schrijver 1994: 181–4 in identifying this particle as the reflex of a clitic form of the connective *eti (> =*et via apocope and =*t post-vocalically), and we follow Schumacher 2004: 100–4 in the recon
reconstructed_star	*et	4692	pdf-243	227	4. In Table 9.6 we employ the so-called Cowgill particle, first proposed by him in 1975. We follow Schrijver 1994: 181–4 in identifying this particle as the reflex of a clitic form of the connective *eti (> =*et via apocope and =*t post-vocalically), and we follow Schumacher 2004: 100–4 in the recon
reconstructed_star	*t	4692	pdf-243	227	4. In Table 9.6 we employ the so-called Cowgill particle, first proposed by him in 1975. We follow Schrijver 1994: 181–4 in identifying this particle as the reflex of a clitic form of the connective *eti (> =*et via apocope and =*t post-vocalically), and we follow Schumacher 2004: 100–4 in the recon
reconstructed_star	*.	4692	pdf-243	227	4. In Table 9.6 we employ the so-called Cowgill particle, first proposed by him in 1975. We follow Schrijver 1994: 181–4 in identifying this particle as the reflex of a clitic form of the connective *eti (> =*et via apocope and =*t post-vocalically), and we follow Schumacher 2004: 100–4 in the recon
reconstructed_star	*to	4692	pdf-243	227	4. In Table 9.6 we employ the so-called Cowgill particle, first proposed by him in 1975. We follow Schrijver 1994: 181–4 in identifying this particle as the reflex of a clitic form of the connective *eti (> =*et via apocope and =*t post-vocalically), and we follow Schumacher 2004: 100–4 in the recon
bracket_phonetic	[T dede]	4694	pdf-243	227	6. Kroch also notes that, up to the sixteenth century, periphrastic do likewise appears at an increasing rate in unemphatic affirmative declarative clauses, e.g. (adapted after his example (21)): (a) They worschipped the sonne whanne he [T dede] [VP arise.] (78:327:8) (b) When he [T dyd] [VP se[e] t
bracket_phonetic	[VP arise.]	4694	pdf-243	227	6. Kroch also notes that, up to the sixteenth century, periphrastic do likewise appears at an increasing rate in unemphatic affirmative declarative clauses, e.g. (adapted after his example (21)): (a) They worschipped the sonne whanne he [T dede] [VP arise.] (78:327:8) (b) When he [T dyd] [VP se[e] t
bracket_phonetic	[T dyd]	4694	pdf-243	227	6. Kroch also notes that, up to the sixteenth century, periphrastic do likewise appears at an increasing rate in unemphatic affirmative declarative clauses, e.g. (adapted after his example (21)): (a) They worschipped the sonne whanne he [T dede] [VP arise.] (78:327:8) (b) When he [T dyd] [VP se[e] t
bracket_phonetic	[VP se[e]	4694	pdf-243	227	6. Kroch also notes that, up to the sixteenth century, periphrastic do likewise appears at an increasing rate in unemphatic affirmative declarative clauses, e.g. (adapted after his example (21)): (a) They worschipped the sonne whanne he [T dede] [VP arise.] (78:327:8) (b) When he [T dyd] [VP se[e] t
bracket_phonetic	[T doe]	4694	pdf-243	227	6. Kroch also notes that, up to the sixteenth century, periphrastic do likewise appears at an increasing rate in unemphatic affirmative declarative clauses, e.g. (adapted after his example (21)): (a) They worschipped the sonne whanne he [T dede] [VP arise.] (78:327:8) (b) When he [T dyd] [VP se[e] t
bracket_phonetic	[VP heare a good manerly Beggar at the doore... ]	4694	pdf-243	227	6. Kroch also notes that, up to the sixteenth century, periphrastic do likewise appears at an increasing rate in unemphatic affirmative declarative clauses, e.g. (adapted after his example (21)): (a) They worschipped the sonne whanne he [T dede] [VP arise.] (78:327:8) (b) When he [T dyd] [VP se[e] t
bracket_phonetic	[TP kane halde the ordyre of lufe... ]	4698	pdf-243	227	8. In analyzing the data of Table 9.9 it is necessary for Kroch to factor out tokens in which never is adjoined to TP rather than VP, e.g. (ll.20–1 of “The Bee and the Stork”): For many are that never [TP kane halde the ordyre of lufe... ] He estimates that 16 percent of never + matrix verb tokens a
reconstructed_star	*kuningaz	4722	pdf-245	229	Linguistic reconstruction is a test of our hypotheses regarding language change, especially the regularity of sound change. The test has been applied many times in the past, typically with highly satisfactory results. Suitably rigorous comparative reconstruction normally yields coherent proto-gramma
slash_phonemic	/e:/	4750	pdf-247	231	Let us return to the example of sound change in French that we adduced in Chapter 5. The outcomes of Latin /e:/ in modern French that we found were the following:
reconstructed_star	*n	4754	pdf-248	232	unstressed /ə/ or /0; stressed /ɛ/ before surviving /n/, /ɛ̃/ before *n that did not survive, and / ̯ua/ elsewhere. The distribution of these outcomes is for the most part clear even in modern French, because the syllables that were stressed in Latin are still stressed in French and the nasalization
slash_phonemic	/ə/	4754	pdf-248	232	unstressed /ə/ or /0; stressed /ɛ/ before surviving /n/, /ɛ̃/ before *n that did not survive, and / ̯ua/ elsewhere. The distribution of these outcomes is for the most part clear even in modern French, because the syllables that were stressed in Latin are still stressed in French and the nasalization
slash_phonemic	/0; stressed /	4754	pdf-248	232	unstressed /ə/ or /0; stressed /ɛ/ before surviving /n/, /ɛ̃/ before *n that did not survive, and / ̯ua/ elsewhere. The distribution of these outcomes is for the most part clear even in modern French, because the syllables that were stressed in Latin are still stressed in French and the nasalization
slash_phonemic	/ before surviving /	4754	pdf-248	232	unstressed /ə/ or /0; stressed /ɛ/ before surviving /n/, /ɛ̃/ before *n that did not survive, and / ̯ua/ elsewhere. The distribution of these outcomes is for the most part clear even in modern French, because the syllables that were stressed in Latin are still stressed in French and the nasalization
slash_phonemic	/, /	4754	pdf-248	232	unstressed /ə/ or /0; stressed /ɛ/ before surviving /n/, /ɛ̃/ before *n that did not survive, and / ̯ua/ elsewhere. The distribution of these outcomes is for the most part clear even in modern French, because the syllables that were stressed in Latin are still stressed in French and the nasalization
slash_phonemic	/ before *n that did not survive, and /	4754	pdf-248	232	unstressed /ə/ or /0; stressed /ɛ/ before surviving /n/, /ɛ̃/ before *n that did not survive, and / ̯ua/ elsewhere. The distribution of these outcomes is for the most part clear even in modern French, because the syllables that were stressed in Latin are still stressed in French and the nasalization
slash_phonemic	/ɛ̃/	4754	pdf-248	232	unstressed /ə/ or /0; stressed /ɛ/ before surviving /n/, /ɛ̃/ before *n that did not survive, and / ̯ua/ elsewhere. The distribution of these outcomes is for the most part clear even in modern French, because the syllables that were stressed in Latin are still stressed in French and the nasalization
slash_phonemic	/ɛ/	4754	pdf-248	232	unstressed /ə/ or /0; stressed /ɛ/ before surviving /n/, /ɛ̃/ before *n that did not survive, and / ̯ua/ elsewhere. The distribution of these outcomes is for the most part clear even in modern French, because the syllables that were stressed in Latin are still stressed in French and the nasalization
