entry_id	pdf_page_start	entry_heading	field	flags	sample
1748	684	vespa	ie_cognates	contains-greek	OCo. guhi-en 'a wasp', MW gw(y)chi, OBret guohi 'wasps'; Αν. vafizaka- 'scorpion', MP ναβζ, BaL gwabz 'wasp' < PIr. *wabza-\ OPr. wobse, Lith. vapsva, vapsa (dial.), Latv. vapsene 'wasp', RuCS osa, Ru. osa, SCn osa (< BSL *uapsa); OE wcefs, weeps, wcesp OHG wefsa, wqfsa, waspa, Bav. webes. It is questionable whether 'wasp' was derived from
1749	684	vesper, -eri	entry_text	contains-greek	vesper, -eri 'evening' [m. ο] (Pl.+; also vespera)
1749	684	vesper, -eri	pie	contains-greek;contains-laryngeal	"*ue-k(w)sp-er-o- 'evening'. *k(w)sep(-r-/-n-); Gr. έσπερος [m.] Evening' (< ^uekwsp-ero-)\ Arm. giser 'night' (< *uekʷsero-), Lith. vakaras, Latv. vakars, OCS vecerb, Ru. vecer 'evening' < *uekspero-. The PIE word for 'evening' is clearly a compound of an element *ue- and a word for 'night' *tfw)sep~* The zero grade of the root brought about a consonant cluster *-hf""v)sp- which was simplified in d"
1750	685	vespillō [m.?]	pie	contains-greek	*uos-p-l *uos-bʰo-7 As argued by Watkins 1969, the original function of a vespillo was to provide the dead with the right clothing for their burial Since vesp- may reflect earlier *vosp-, Watkins hypothesizes that vespillo goes back to a PIE word for * clothing, shroud' found also in Anatolian. Janda 2000: 85 and 208f also connects Gr. δσπριον 'pulse, legume' (*'in a pod'), suggesting an original 
1751	685	Vesta	pie	contains-laryngeal	*h₂ues- 'to spend the night, stay', since *h₂- would have yielded a-. Possibly a loanword.
1751	685	Vesta	bibliography	contains-laryngeal	WH II: 772f, EM 729, IEW 1170, LIV 2.*h₂ues-.
1752	685	vestibulum	entry_text	contains-greek	vestibulum 'fore-court' [n. ο] (Pl.+)
1753	685	vestigium	entry_text	contains-greek	vestigium 'footprint, track' [n. ο] (Pl.+)
1754	686	vestis	ie_cognates	contains-greek	Hit. uess-na / uasse/a-*1 'to be dressed, wear, put on\ CLuw. uass- 'to wear' < *ues-to and *us-ii-ti-\ Skt. vaste 'to wear', vasana- [n.] 'garment, cloth', vasti-vama- 'colour of the garment', OAv. vaste, YAv. vaste 'is clothed', ναφαηα- [n.] 'clothing', vastra- [n.] 'garment, cloth', Gr. έννυμι 'to clothe, put on' < *ues-n(e)u-, aor. έσ(σ)αι, pfmed. είμαι, ειμένος < *ues-; εϊματα [pi.] 'clothes'
1755	686	vetō, -āre	proto_italic	contains-greek	*we/ot-a(je)-1 *wotaje~. *wot-; since this did not undergo unrounding to *wa-, it would imply a Pit. preform *wotH- with a closed initial syllable (Schrijver 1991). The verb could be equated with MW gwadu 'to deny' < *uot-. Rix 1999 argues that the original construction was vetare ne 'to say that not\ which came to mean 'to forbid that'; this development might have been Italo-Celtic, in view of th
1755	686	vetō, -āre	pie	contains-laryngeal	*uet(h₂)- / *uoth₂-eie/o- / *ue/ot-eh₂- 'to say'.
1755	686	vetō, -āre	bibliography	contains-laryngeal	WH I: 776, EM 730, Schrijver 1991: 472f., Rix 1999: 520, Schumacher 2004: 679f, LIV *ueth₂-.
1756	686	U. vetu, ahauendu,preuendu	pie	contains-laryngeal	*(H)uendh-e/o- 'to wind'.
1757	687	vetus, -eris Old'	ie_cognates	contains-greek	Hit. uitt- (< vet-) [a] 'year', CLuw. ussa/i-y HLuw. usa/i- 'year' (< *ut-s-o-)y Hit. saudist- / sauitist- 'weanling, young calf (< *so-ut-es-h t *so-uet~es-t- 'the one of this year'), Skt. vatsara- [m.] 'year', Gr. έτος [n.], dial, ψετος 'year', Myc. we-to, we-te-i (/uetos, ueteh-i/) [n.] 'year', Alb. vit9 pi. (also sg.) vjet 'year'; Lith. vetusas, OCS vetbcht 'old', Ru. vetxij 'old, ancient, dec
1759	688	via'road'	italic_cognates	contains-greek	Ο. νίύ, viu [nom.sg.], viam, via [acc.sg.], viai [loc.sg.], viass [acc.pl.], U. via, vea, uio [abl.sg.], SPic. viam [acc.sg.] f. 'road' < *uiia\ O. amviannud, amvianud '?' probably < *aw- or an-via-ndo-y denoni. verb to *v/<5- 'road'.
1759	688	via'road'	ie_cognates	contains-greek	Skt viyanti [3p,act] 'they pursue', νί/ά- 'turned to', YAv. viia- *to pursue', vitar^ [m>] 'pursuer'; Gr, ϊεμαι 'to strive after, wish'; Lith. vyti 'to drive, pursue'. According to Nieto 1988, PauL ex F. veia 'waggon* is a VLat development from via, and the following form in the same gloss veiari represents *viarl 'of the road'; both would have VLat. lowering of/ in hiatus. This is confirmed by th
1759	688	via'road'	bibliography	contains-greek	WH II: 778f, EM 731, IEW 1123f, Untermann 2000: 93, 860f, LIV *ueihr* → invitus, ν/ο/ο, νϊίδ
1761	688	vibro, -are	ie_cognates	contains-greek	Skt. vipra- [m. / adj.] 'trembling, seer\ YAv. vifra- [adj.] 'ecstatic'; Skt. pr. vepate 'to tremble', vipaya- 'to become inspired', aor. νιράηά- [ptcmed.], pf vivipre [3p.med.j 'they have become excited', vip- [f.] 'inspired speech', OAv. vaepiio- 'catamite, pathic', YAv. apa vaepa- 'to yield, give off, vaepaiia- 'to be homosexual', Go. weipan 'to crown', faur-waipjan 'to bind7, OIc. veifa 'to sw
1763	689	victima	pie	contains-greek	*ueik- 'to select, sift', as in Skt vec- ςΐο sift, to separate, to winnow', pra-vikta- 'selected', vivici- 'separating', YAv. hqm.vuiia 'to separate completely5, YAv, x vaecaiia- [caus.], MP wextan/weztan 'to sift, select, winnow', Khwar. prwycy- 'to sift'. One could connect Go. weihs, OHG wih 'holy', in the same field of religious terminology as victima.
1764	690	vicus	pie	contains-greek	*ueik- / *uik- 'settlement'. *uik-; Gr. ροΐκος, οίκος [m.] 'house, household', Myc. wo-i-ko-de /woikon-de/ 'home5, Lith. viespats 'lord', OPr. waispattin 'mistress' [acc.sg.] < *uoikrpoti-; OCS vbsb [f.], Ru. ves' (obs.) 'village' < *uik-, Go. weihs [n.] (gen. weihsis) 'village, settlement'. It is generally assumed that *woik- yielded vie- instead of **wc- due to initial *w-, which would have exer
1764	690	vicus	ie_cognates	contains-greek	Skt. pr. vesa- 'to sit down, go in', Av. visa- 'to get ready5, Skt. vesa- 'inhabitant', YAv. vaesa- [m.] Servant (who lives in the master's house)', Skt. vis- [f ] 'settlement, dwelling-place, people', YAv. vis- [f.] * homestead, community', OP νιϋ- [f] 'royal house, palace, house, farm' < Ih\ *uic- <
1765	690	video	pie	contains-greek	*uid-eh r 'to see1. *uoid-/*uid~ [pf.]; MW gwydyat, MCo. gozye, OBret. goyzye [3s.ipf.] 'knew' < *ueidrT- < *ueid-ehr\ Olr. adcfit < *ad-weid-e/o- 'to tell, relate5 ( « *uinde/o-); Skt. ved- ' 1. to find, discover, desire, 2. to know, be acquainted with' [pr. vindali, aor. vidat\ pf. veda, ppa vidvams-, ppp. vitta-]\ OAv. vinasti 'finds', vidat 'finds', vista- 'found', vaeda [pf] Ί know, he knows'
1766	691	viduus	entry_text	contains-greek	viduus 'deprived of husband or wife' [adj. ο/α] (Pl.+)
1766	691	viduus	ie_cognates	contains-greek	Olr.fedb, Skt vidhava- [f.] 'widow', a-vidhava- [f.] 'not a widow', YAv. viOauua [nom.sg.f.j, MP wewag, MoP beway Oss. idcez 'widow' (< PIr. *uidanacT) < Plln ^HuidtauaH- 'widow, deprived of a partner'; Gr. ηίύεος [m.] 'unmarried young man'; OPr. widdewu, OCS vbdova, vbdova [f.], Ru. vdova (ace. vdovu) < PSL *vbdova\ Go. widuwo^ OHG wituwa 'widow', Latin and Greek show a them, adj. used for both s
1766	691	viduus	bibliography	contains-greek	WH II: 785£,~ΕΜ 734, IEW 1127£, Beekes 1992, Lubotsky 1994. → divido
1767	691	vieo	pie	contains-laryngeal	*uh₁i-eie-cto plait', *uehii-mn 'plaiting'.
1767	691	vieo	ie_cognates	contains-greek;contains-laryngeal	Olr. ar-fen 'to close off, imnt-fen* 'to enclose' < PCI. *-wi-na-; Skt. vyayati 'to wind, wrap', ppp. vF/ά-, Gr. ΐτυς, -υος, Aeol. ρίτυς 'felloe, rim of a shield', Lith. vyti, Latv. vf/, OCS viti, SCr. vlti 'to twist, wind' < *uHi-, Lith. vytis 'twig', SCr. pavit 'vine' < *uHi-ti-; OCS vejay Skt. vaya- 'branch, twig' < *uoHi-eh₂-; Av. vaeiti- 'willow', Go. waddjus < *uoiH-u-. The appurtenance of v
1768	692	vigeō	ie_cognates	contains-greek	"Skt. vqja- 'contest, reward', vajayati 'impels', Go. -wakjan 'to waken', OHG wahhen 'to be awake'. The PIE etymology with *neg- is adopted by all scholars. The i in vigeo may be explained as analogically adopted from the vigil (LIV adduces ""Homonymenflucht von vegere"" as a possible impetus), or ^rom raising of *e to ι after a preceding labial, as in firmus, vitulus, villus,fiber,,pinna, according "
1769	692	vigintī	ie_cognates	contains-greek	Olr. fichey fichit [datVacc], OW uceint, MWfiggit; Skt vimsatU [f.], YAv. visaiti, Khot bista, MP wist, Oss. ysscez/inscej, Gr. είκοσι, Η. also έείκοσι, Dor. ρίκατι, Arm. k'san^ Alb, zet, ToB ikcan, ToA wiki 4 twenty\ The unexpected voiced g in Latin vJginti is explained by Kortlandt 1983a: 101 from voicing after a nasal in the words for '70' and *90\ and subsequent analogical introduction in the 
1770	693	vllis	ie_cognates	contains-greek	Hit. uas-' 'to buy' (< *uos- / *us-\ A deverbal adj. in *-//- with passive meaning: *ues-li- 'what can be bought\ The expected outcome *velis was raised to νί/is, possibly under the influence of the the preceding labial (thus Watkins 1973b: 196).
1771	693	vincio, -ire	entry_text	contains-greek	vincio, -ire 'to tie up, bind' [v. IV; pf νίηχϊ, ppp. vinctum] (Lex XII+)
1771	693	vincio, -ire	ie_cognates	contains-greek	see s.v. vincd. Lat. vicia 'vetch' (< 'winding plant') may continue the nasalless root *uik-. The noun vinculum is derived from the verbal stem *uink- (either with *-(e)lo- or with *-i/o-). The nasal spread from the present to the pf. and ppp., whereas vincid itself can be a derivative of the earlier pr. *uink- (cf. vincd\ or from a nominal derivative *uink-i(o)-; Meiser 2003: 122 explains it as a
1772	694	vinco, -ere	ie_cognates	contains-greek	Oh.fichid* 'to battle' < PCI. *uike/o-, Olr. fecht [f a] , MW gweith [f.], OBret. gueth 'battle' < *uik-ta-\ Skt. pr. viviktas [3du,act.], pf. vivyaca [3s.act.] 'to contain, embrace', vyacas- [n.] 'extent, content', MP winj-, ps. winjlh- 'to be contained' < Ilr. *uik/c-y *uiak/c-; Gr. εΐκω 'to give way, yield' < *ueik-\ Lith. vezfoi, Is, veikiii 'to work; overcome', Latv, vikstu, vikt 'to give way
1773	694	vīnum	ie_cognates	contains-greek	Hit. uiian- [cj 'wine' < *uihron-, {a)Uiniiant- 'wine (deified)1, CLuw. uiniia- 'of wine', HLuw. wiiana/i- 'vine'; Gr. οίνος, dial, ροΐνος [m.], Arm. gini (< *uoiniio-\ Alb. Tosk vere, Geg vene 'wine' < *uoihjno-m For vindemia^ see s.v. emo. The IE words for lvine' and 'wine' go back to an «-stem derived from the root 'to weave, wrap', hence 'vine' was referred to as 'the weaving one' (Beekes 1987
1779	697	virus	ie_cognates	contains-greek	Mlr.^z [gender and stem unknown], W. gwy 'poison' < PCL *uiso- 'poison', SkL visa- [n.], YAv. visa- [n,] 'venom, poison'; YAv. vis [n.] 'poison, poisonous juice'; Gr. ΐος [m.j'poison', ToA was, ToB wase 'poison, venom' (< *uiso-). The restriction to nom.acc.sg. may mean that virus is an original n. s-stem *mros-; the origin of the s-stem inflection is unclear. Szemerenyi reconstructs *ueisos for L
1780	697	vis, vis	ie_cognates	contains-greek	Skt vayas- [n.] 'power, food\ Gr. Γς [f.] 'power, strength', ace. ΐν(α) , instr. ΐφι, Hsch. γίς (= γίς) D * strength' < *uiH-s, ~m. Traditionally analysed as an s-stem *uiH-$- with the same root as in *uiH-ro- 'man'. The Gr. and Lat. cognates, however, are more easily explained from an original root noun. If this is correct, the Skt. formation and the Lat. plural forms must be secondary. Any relat
1781	697	viscum	entry_text	contains-greek	viscum 'mistletoe; bird-lime from the berries of the mistletoe' [η. ο] (Pl.+; PL also nom.sg. viscus)
1781	697	viscum	ie_cognates	contains-greek	Gr. ΐξός [m.] 'mistletoe, -berry, the bird-lime prepared from if, OHG wihsela 4 morello\ Ru. visnja * cherry'. A PIE word or a European loanword indicating * mistletoe' or another fruit-bearing tree. The original form may have been *w/fe- (in which case Latin has undergone a metathesis) or PwiKsk-, with various simplifications of the medial cluster in the different languages.
1784	698	vitium	pie	contains-laryngeal	*(d)ui-tio- 'apart, wrong'. *dui-tero- > Ilr., Grn., Slav. *(H)ui-tero- 'second, following'- Indo-Iranian, Tocharian and Umbrian have a form *du(i)~tio- 'second', but this is an /o-derivative of *du(i)-to-, and hence does not invalidate the solution for vitium. The verb vituperore presupposes an adj. *viti-paro- (with regular simplification of the lostem in the first member to -/-) or *vito-paro- 
1788	699	vitulus	ie_cognates	contains-greek	see s.v. veins. Molr. iora rua 'squirrel', Scottish Gaelic feorag 'squirreP, OPr. weware 'squirreP, Lith. vaivens (vaivaras, vaivarys) 'male polecat or marten', vaiveri, voverey Latv. vavere, vaveris, ORu. veverica> Sin. veverica, Cz. veverka, Bulg. ververica, OE ac-weorna, OHG eihhurno, OIc. ikorni ' squirrel \ Irish, BSL and Gm. point to a word * (we(r))-wer- 'squirreP, and Lith. vaiveris shows 
1789	700	vivo, -ere	pie	contains-laryngeal	*gʷih₃-ue/o- 'to live', *gʷih₃-uo- 'alive'.
1789	700	vivo, -ere	ie_cognates	contains-greek	Skt. pr.pvati, aor. jlvit [3s.irij.act.], pf.jipva [3s.act] 'to live', jTvi/a- 'living5, also [n.] 'living being, life', βνά- 'alive, living person', Av. juua- 'to \\ve\juua- [adj.] 'alive', YAv.juuaiiarit- 'making alive', OP βνα- 'to live', βνα- 'alive'; Gr. έβίων, βιώναι [aor.] 'to live' (< *gʷihrehrl βίος 'life' (< *gʷW-o-\ βιοτή 'life', βίοτος [m.] «id/ (< *gʷih5-eto-)\ OPr. gijwans [acc.pl.] 
1789	700	vivo, -ere	bibliography	contains-laryngeal	WH II: 808-810, EM 743, IEW 467-69, Lejeune 1974: 340, Schrijver 1991: 245, 526, Untermann 2000: 146-149, LIV *gyieh₃-.
1791	700	vola * hollow in the palm of the hand or the sole of the foot'	pie	contains-greek;contains-laryngeal	*uel-h₂- 'round'? *uel-u- is attractive. Lat. vola can go back to *we/<5-, not to *wo/a- (which would yield *vala). The connection preferred by IEW, viz. with Gr. γύαλον 'a hollow', is improbable.
1793	701	volniis, -eris	pie	contains-laryngeal	*uelh₃-nos- [n.] 'wound'.
1793	701	volniis, -eris	bibliography	contains-laryngeal	WH II: 827, EM 749f, IEW 1144f, Schrijver 1991: 104, 180, Meiser 1998: 122, LIV *uelh₃-. → vello
1794	701	volō, velle	entry_text	contains-greek	νοίδ, velle 'to want' [v. irr.; pf volul; pr. forms: void, vis, volt, volumus, voltis, volunt; sb. velim] (Andr.+)
1794	701	volō, velle	ie_cognates	contains-greek	Skt. vj-nlte [3s.med.], aor. vfta [3s.inj.med.], pf. vav^se 'to choose, prefer', vrta- 'chosen, picked, picking', vara- [m.] 'wish, desire', OAv. var- [pr.] 'to choose', Av.-vairiia- 'preferable', vara- [n.] 'wish, aes\rz\frauuasi- 'tutelary spirit', OP avrnavata [3s.ipf med.] 'to choose' < Pllr. *uarH-\ Gr. λω, λης λη, λωμες 'to want, wish', λήμα [n.] 'will, courage, insolence', λησις (also ληΐς 
1794	701	volō, velle	bibliography	contains-greek	WH Π: 743, 828-830, EM 717f, 750, IEW 1137f, Lejeune 1974: 336, 340£, Cowgill 1978, Untermann 2000:203,833f, Weiss 2002:358f, LIV *uelhr. → valeo, volup
1795	702	volo, -are	pie	contains-greek;contains-laryngeal	*gʷelh₁-ie/o- 'to raise the aim, throw\ *g w elh r is not certain); Skt. gar1 'to raise the arm (for striking), to raise a weapon* {ud-guramana- [ptc.pr.med.], apa-jargurana- [ptc.int.med.]), Gr, βάλλω 'to throw, to hit', βλήμα [n.] 'throw, hit'. Muller 1926: 213 derives volare from the root *gʷelhr 'to throw' whereas WH reject this. Yet if the original meaning was 'to raise the arm', a shift to '
1796	702	volpes, -is	pie	contains-laryngeal	*(H)ulp-i- 'marten, cat, vel sim.\
1796	702	volpes, -is	ie_cognates	contains-greek;contains-laryngeal	Av. raopi- 'fox' < Ilr. *laupi-, Av. urupi- 'marten' (vel sim.) < Ilr. */wpi-, MP gurbag, MoP gurba 'cat' < *ujpaka~; LitL· vilpisys 'wild cat' < *yjp~i-; Skt. lopasa- 'jackal', Khot. rruvasa- 'jackal\ MP ropds, Oss. ruvas/robas 'fox1 < Ilr. *laupaca- (< *h₂loup-ek-?). Probably unrelated: Gr. άλώπηξ, -εκος [f] 'fox', Ann. alowes, gen. -esow 'fox', Lith. lape9 Latv. lapsa 'fox', W. llywarn, MCo. lo
1799	703	volup	proto_italic	contains-greek;contains-laryngeal	*we/olpi. *w(e/o)Ipi 'hopefully', which could continue the n. of a PIE /-stem 'hope' (which also Gr. έλπίδ- could reflect). An apocopated Proto-Latin form *we/olp could have acquired an anaptyctic vowel between / and p. Admittedly, there is no anaptyxis in volt 'he wants', but 3s. *wel-t could have been restored on the model of the other paradigmatic forms. In order to explain -u- from a real Pit 
1799	703	volup	ie_cognates	contains-greek	Gr. έλπομαι 'to expect, hope, think', pf. έολπα, έλπωρή 'hope' (for *έλπωλη?Π), έλπίς, -ίδος [f] 'hope'. The ms. variant volupe has probably arisen in volupest 'volup est', cf. Torzi 1991. Nevertheless, volup might reflect
1800	703	volva	pie	contains-greek;contains-laryngeal	*u(e/o)l-u-h₂-. *gʷelbb- 'womb' (Gr. δελφύς) is only possible for the spelling volba, bulba, but this appears late in Imperial times, and cannot be relied on. Hence, we need an etymon in VOLat *-w-. Since the womb 'envelopes' the foetus, a derivation from volvo is only natural, and it also explains the suffix *-w-. The ablaut can be assumed to have been the same as in the verb.
1801	704	volvo, -ere	ie_cognates	contains-greek	Olr. fillid< PCL *uel-n-o- 'bend', Bret, goolenn 'green twig' < *we/-, Gr. είλύω 'to wind round', pf. εΐλΰμαι < *ρέ-ρλϋ-μαι, έλΰ-τρον 'envelop, shell, container' (< PGr. *ρέλυ-τρον), ελΰμα 'plough-beam', αλυσις 'chain', ειλέω 'to rull, revolve' < *uel-n-; Arm. egel 'he turned', Go. walwjan, OE weolwian 'revolve (onself)', ToB wal- 'to curl (intr./tr.)\ Volumen, involucre and volubilis have the pro
1802	704	vōmer	ie_cognates	contains-greek	Gr. όφνίς 'plough(share)' (Hsch.), OPr. wagnis 'coulter', OIc. vangsni, OHG waganso 'ploughshare'. Greek and Old Prussian point to a possible preform *uogʷʰni-; one could then posit *uogʷʰmi- for Latin. Yet the latter would probably yield *uoumi- > *uftmi- (unless there was a phonological constraint on *wi7-, and *uoumi- regularly yielded *vomi-). Alternatively, one might posit a suffix *-smi-, he
1803	704	vomo, -ere	ie_cognates	contains-greek	Skt. vamiti 'to vomit, spit out', YAv. auui..vcmti 'spits upon', Gr έμεω, Lith. vemti, 3s. vemia, Latv. vemt 'to vomit'. The PIE root present has been thematized in Latin.
1804	705	voro, -are	pie	contains-laryngeal	*gʷo/erhj-o/h₂- 'devouring, devoured'.
1804	705	voro, -are	ie_cognates	contains-greek;contains-laryngeal	Skt. pr. girati 'devours, swallows', aor. garan [3p.inj.act.], aor. garit [3s.inj.act.], pf. jagara [3s,act.], int. jalgulos [2s.sb.act.j, galgaliti [3s.acL], ppp. girna-, YAv. aspd.gar- 'devouring horses', ndw.gar- 'devouring men'; Gr. βιβρώσκω 'to eat, digest' < *gʷi-gʷrh₃-sk-, βρωτός 'edible', βορά [f.] 'fodder1; Arm. e-ker [3s.act.] 'ate'; Lith. gerti 'to drink', girtas ' drunk \ OCS po-zreti 
